"country","year","corporate_rank","corporate","consumption_rank","consumption","property_rank","property","income_rank","income","cross_border_rank","cross_border","final_rank","final","ISO_2","ISO_3"
"Germany",2021,32,49.3003807843979,13,65.4977938327976,13,68.4137078476198,35,48.1122817881664,6,86.2544467609937,20,66.8857707079844,"DE","DEU"
"Greece",2021,21,58.6180169198312,32,44.441983373648,33,41.7166681878923,6,89.1753945097662,22,69.8134355429869,27,61.1903215444251,"GR","GRC"
"Hungary",2021,5,80.3361125910907,38,31.9503221489932,15,65.4051733286427,5,90.9617208679557,2,95.6028140656368,10,77.202597405169,"HU","HUN"
"Iceland",2021,17,64.1878721659167,28,49.6147510185517,23,59.6204725974935,32,50.992111540851,29,62.1816996065865,33,58.4018306701492,"IS","ISL"
"Ireland",2021,4,84.0014042030831,35,37.2460167183515,19,61.9805342355769,37,44.8152086219201,26,67.5583793199313,30,60.7461648162811,"IE","IRL"
"Israel",2021,14,67.6493491218739,10,77.2311647534881,6,78.6922991594033,31,53.775763042445,28,66.3364681039022,12,74.5748288681273,"IL","ISR"
"Italy",2021,27,54.6057284598653,37,33.0036682784116,38,32.0415680668966,17,65.1227920365434,23,69.778314246534,37,48.2686574114932,"IT","ITA"
"Japan",2021,36,36.8588312020034,5,91.8976764534901,24,59.356163055559,33,50.0890719458648,27,66.3953373120332,23,64.0371710024556,"JP","JPN"
"Korea",2021,28,53.2477137565418,2,98.8494502992014,31,46.751754602862,38,39.0663499271068,34,50.0275011470738,31,60.1189474707183,"KR","KOR"
"Latvia",2021,2,95.1749242572748,22,54.2682138183822,8,77.23627070459,3,93.8003650948304,7,83.7813189932877,2,88.8246814335679,"LV","LVA"
"Lithuania",2021,3,86.8424661787636,31,46.0589282996445,10,75.0940767491212,10,81.0457678711577,20,70.5640258409409,9,77.2197506357428,"LT","LTU"
"Luxembourg",2021,23,57.9282008754464,6,87.4991706422984,17,64.9085339363678,22,60.1572104285173,4,91.3532875831468,6,78.7311689174262,"LU","LUX"
"Mexico",2021,29,51.1728993182464,12,65.7798169023223,4,81.9776448641114,26,58.5666766913944,36,44.4628869233833,24,63.3835816597431,"MX","MEX"
"Netherlands",2021,25,57.6251496240935,18,59.7046978733552,22,59.6604771973961,24,59.8676685093365,3,94.543676050872,14,69.7983119958208,"NL","NLD"
"New Zealand",2021,30,49.33725023323,1,100,5,80.725132369015,7,88.1075681162374,15,78.3936807528093,3,87.9860764700165,"NZ","NZL"
"Norway",2021,16,65.4571955395067,27,50.6168445323557,14,65.4655334137146,19,62.7668338623358,11,80.1561351312649,18,68.0363589193098,"NO","NOR"
"Poland",2021,12,69.9134795518627,36,33.7618510491634,27,51.7094148552087,11,80.9035965442689,30,61.2853011252546,32,59.9366596450527,"PL","POL"
"Portugal",2021,37,35.2248887295401,21,54.2966031830261,21,60.6126573176938,29,55.8222374875331,32,60.0708415230177,35,52.8198111758734,"PT","PRT"
"Slovak Republic",2021,19,62.2430161092381,30,47.4932691916017,2,86.2808130630385,2,99.1828264201427,25,68.931684072807,8,78.1048459308397,"SK","SVK"
"Slovenia",2021,7,74.8070631200899,29,47.9098635477881,28,49.9329279090458,12,75.4522227926048,33,50.2206837997148,29,60.7804393777424,"SI","SVN"
"Spain",2021,31,49.308385931036,19,58.1942591536231,36,36.5572876819196,23,60.1571525778439,17,74.4722217096387,34,55.4505527816093,"ES","ESP"
"Sweden",2021,8,73.6446295768678,24,54.0134563173201,9,76.3885705549922,18,62.8259952744982,9,81.3034996764437,11,74.7018794920176,"SE","SWE"
"Switzerland",2021,10,71.8114974543,3,96.8741685112034,35,36.90330829365,9,83.4298527579797,5,90.665199174975,4,82.4583199413239,"CH","CHE"
"Turkey",2021,24,57.7433558829182,16,61.9957499260138,26,59.051644650423,8,86.4864388423677,10,81.160313120828,13,73.2743867442464,"TR","TUR"
"United Kingdom",2021,11,71.5968823089233,34,38.1246168478016,37,35.8426741064654,20,61.0225140794684,1,100,26,62.0734693346691,"GB","GBR"
"United States",2021,20,59.9285905013601,4,95.5349140214275,30,48.7224575936539,21,60.2271216203479,38,36.9111344258075,25,63.2639476425148,"US","USA"
