"country","year","corporate_rank","corporate","consumption_rank","consumption","property_rank","property","income_rank","income","cross_border_rank","cross_border","final_rank","final","ISO_2","ISO_3"
"Norway",2025,14,68.769303316967,27,49.354219917022,15,65.0081961069219,29,55.1893576821017,15,74.3097263685741,20,67.9755968303367,"NO","NOR"
"Poland",2025,12,70.1358041575101,35,35.5104799755516,28,51.449298144274,11,77.6877490483734,24,64.4481990424008,30,63.3787739206926,"PL","POL"
"Portugal",2025,35,48.7458623227269,21,53.3639654790716,20,60.6968093992464,19,61.671656765227,33,53.6870742698724,34,58.3773956075558,"PT","PRT"
"Slovak Republic",2025,25,61.3850342298751,32,42.5697013418579,9,75.0518596398794,1,100,17,72.3413976445047,11,76.489243558061,"SK","SVK"
"Slovenia",2025,13,68.9102254987282,30,45.1449286621571,26,54.6125171609866,12,76.1003327512187,31,56.9847442709756,27,64.7193620988742,"SI","SVN"
"Spain",2025,33,52.4265558450959,18,56.8090473556535,36,36.5658243095861,24,58.4494916207489,20,69.3210642037477,35,56.4245005876471,"ES","ESP"
"Sweden",2025,6,75.6034280162527,24,50.6339805484656,8,75.8553599638916,18,62.6515969238242,13,76.0776899815705,13,75.8071990530803,"SE","SWE"
"Switzerland",2025,7,74.8130189678234,2,92.6832868850076,35,36.6062163463082,8,84.1138770908682,2,99.1812812793429,4,87.0746724168422,"CH","CHE"
"Turkey",2025,21,63.1660316665336,14,59.0945805062593,24,58.8631421840341,5,86.9515563606469,9,81.9221527314936,12,76.4663792657115,"TR","TUR"
"United Kingdom",2025,26,59.5700822356618,34,39.8673510553136,37,35.7055425771068,23,58.5948013915728,1,100,33,60.375718749088,"GB","GBR"
"United States",2025,10,72.1232612952672,4,91.3455764349685,29,47.1160352529246,17,63.1872735085826,35,47.5943292486149,16,72.2688641107135,"US","USA"
