"country","year","corporate_rank","corporate","consumption_rank","consumption","property_rank","property","income_rank","income","international_rank","international","final_rank","final","ISO_2","ISO_3"
"Spain",2018,21,53.6714036745013,15,66.9934823326989,32,46.4069397480604,15,66.3222167612041,21,61.4606501427803,27,57.3119765098027,"ES","ESP"
"Spain",2015,33,42.3156379126449,16,64.4655803561347,32,46.2852283308507,24,60.5243470059787,23,61.3701071993961,30,54.020099625028,"ES","ESP"
"Spain",2017,23,54.8826905133465,15,66.3086895218378,33,45.9362734508432,13,73.3257653467887,20,62.0807763114314,25,60.4215356480661,"ES","ESP"
"Spain",2014,34,41.202690803759,14,62.6043259083817,33,47.0438249474018,28,56.1976523493426,25,58.5205520365856,33,51.4327180653796,"ES","ESP"
"Spain",2016,28,51.0326219069956,15,66.4634688795737,32,46.1134379761162,17,67.925268378144,21,62.5858379502381,26,58.2846325145689,"ES","ESP"
"Sweden",2017,6,71.5394396693339,16,64.5319158953431,5,84.0396797920706,20,65.9997201876902,9,75.8566839603292,8,76.5317666107145,"SE","SWE"
"Sweden",2016,7,74.1871068556783,16,64.7637442472917,6,84.2205926224986,18,62.8981503975371,10,76.1813704248465,8,76.9740255638976,"SE","SWE"
"Sweden",2015,7,73.8558356078128,15,65.1664141825274,6,83.8584471924931,20,63.7371476787639,10,75.9722883180312,7,77.2761123908957,"SE","SWE"
"Sweden",2014,6,76.2303536881934,15,62.4871749800971,6,84.0568904652144,19,64.9212778342438,12,75.6651293203171,7,77.1540640786726,"SE","SWE"
"Sweden",2019,7,73.4651242505447,16,71.4424794362016,5,83.2637414907774,19,65.9513935376643,14,80.5510789534038,8,75.6134865270666,"SE","SWE"
"Sweden",2018,7,71.817063221841,16,64.8959355158598,7,78.9814935541628,19,61.825527896025,9,76.1446323391808,8,73.0860630874712,"SE","SWE"
"Switzerland",2015,8,73.465153597234,1,100,35,40.6510579466294,10,74.0949812634761,7,79.1258524932705,6,78.2039564670638,"CH","CHE"
"Switzerland",2014,8,75.6536218994106,2,96.0510854139,34,40.8608315626112,12,74.0943338095807,7,78.5519669802711,6,77.675909712521,"CH","CHE"
"Switzerland",2019,9,71.038048740138,1,100,34,37.6094360619138,10,77.3917659272099,1,100,5,79.4043958798829,"CH","CHE"
"Switzerland",2018,8,70.773317549654,1,100,34,41.1605248643104,10,71.7341712851392,5,79.3857191787034,6,75.2922179454481,"CH","CHE"
"Switzerland",2017,8,70.1766354166441,1,100,34,40.6686706441992,11,77.4364663672009,7,79.2176073245533,7,76.8781897245937,"CH","CHE"
"Switzerland",2016,8,73.0309202749218,1,100,34,40.7592067383413,11,72.3517820762687,7,79.4802901019526,7,77.0871648977437,"CH","CHE"
"Turkey",2018,19,55.6580905245398,22,56.4493951078216,18,65.1996288694622,7,77.48386912032,18,67.8063149383268,16,64.6911572201266,"TR","TUR"
"Turkey",2017,18,58.7944916126746,24,51.3215778523706,19,65.432179625327,6,88.5589063700333,18,67.6730295078541,13,67.6400915167895,"TR","TUR"
"Turkey",2016,16,61.8049015112414,26,49.3723523433106,19,65.655306268928,6,83.1364348405675,19,67.5950419717114,14,67.218282034826,"TR","TUR"
"Turkey",2015,12,66.5083051625333,25,53.0030375913795,19,65.6892151856081,6,84.2159008502948,19,67.4170996693156,12,69.8292372531953,"TR","TUR"
"Turkey",2014,11,69.098332910431,26,51.544736907909,19,65.2837185254415,6,83.7200111855748,20,67.2299692371541,12,69.6250616440674,"TR","TUR"
"Turkey",2019,18,57.6981737601514,20,67.1976128716434,18,63.1642980714885,7,86.7482012986987,16,78.0018419598831,13,69.0889590862082,"TR","TUR"
"United Kingdom",2019,6,74.0302124847716,22,64.7377725179844,31,44.6284328595511,22,64.1030810103098,10,85.2239062640849,22,63.3193896686931,"GB","GBR"
"United Kingdom",2015,18,60.2161605435535,22,58.8097145875934,31,48.5587804600046,23,60.6450864206357,3,87.1528146625609,23,64.3518455638536,"GB","GBR"
"United Kingdom",2016,20,60.8081109902142,22,56.2216141549164,31,48.5961316253535,26,56.432239708828,3,87.1662456434541,24,62.4335924505575,"GB","GBR"
"United Kingdom",2017,17,59.3344337651638,22,56.1579047225143,31,48.3909617419803,22,63.8774325245279,11,71.7279064652489,27,60.0303540289499,"GB","GBR"
"United Kingdom",2018,16,58.281388682721,21,57.6958200643922,31,47.8820355692886,23,59.9679598937367,11,72.499927334174,26,57.6532765478694,"GB","GBR"
"United Kingdom",2014,21,61.2597453016094,21,57.1493414807194,32,48.2072566014313,20,61.6429900122615,3,87.0930385939822,21,64.1995437375524,"GB","GBR"
"United States",2018,20,54.5552981214377,5,91.9818093442417,29,52.0854328479441,24,58.1934744464346,31,50.3674453839223,21,60.9215725201201,"US","USA"
"United States",2015,36,32.5965828287963,5,92.0027857389865,30,51.9589477705339,25,58.5521099447014,31,49.1164455144809,28,57.1749783866107,"US","USA"
"United States",2017,35,34.5588534747519,5,92.0241308465976,30,52.3645245929452,25,61.7345769405645,31,49.1951910810006,28,57.7529482241541,"US","USA"
"United States",2014,35,36.9345944303453,5,89.9622582223824,29,51.0971387949202,25,58.0940462238003,31,49.0991730488261,29,57.1710362707043,"US","USA"
"United States",2016,36,31.9686572811242,5,92.2172358411019,30,52.3075127195739,24,58.0180129142741,31,49.5614548264354,28,56.0596188915973,"US","USA"
"United States",2019,21,55.2909092545927,5,94.2026679547457,29,49.2195975883539,24,62.8690156208351,28,61.7026852414312,21,63.8364258517894,"US","USA"
