ISO_2,ISO_3,country,year,corporate_rate,loss_carryback,loss_carryforward,machines_cost_recovery,buildings_cost_recovery,intangibles_cost_recovery,inventory,allowance_corporate_equity,patent_box,r_and_d_credit,digital_services_tax,corporate_time,profit_payments,other_payments,top_income_rate,threshold_top_income_rate,tax_wedge,labor_payments,labor_time,capital_gains_rate,index_capital_gains,dividends_rate,vat_rate,vat_threshold,vat_base,consumption_time,property_tax,property_tax_collections,net_wealth_str,estate_or_inheritance_tax_str,transfer_tax,asset_tax_str,capital_duties_str,financial_transaction_tax_str,dividends_exemption,capital_gains_exemption,country_limitations,dividends_withholding_tax,interest_withholding_tax,royalties_withholding_tax,tax_treaties,cfc_rules,thin_capitalization_rules
EE,EST,Estonia,2019,0.2,100,100,1,1,1,1,1,0,0,0,5,1,7,0.2,0.387521,1.212813021,0,31,0.2,NA,0,20,72611.88584,0.736816593,14,1,0.128055795,No,No,No,No,No,No,1,1,1,0,0,0.1,58,0.333333333,1
EE,EST,Estonia,2020,0.2,100,100,1,1,1,1,1,0,0,0,5,1,7,0.2,0.362567,1.19642243,0,31,0.2,NA,0,20,73454.472,0.738096636,14,1,0.120957149,No,No,No,No,No,No,1,1,1,0,0,0.1,58,0.333333333,1
EE,EST,Estonia,2021,0.2,100,100,1,1,1,1,1,0,0,0,5,1,7,0.2,0.366454,1.19897045,0,31,0.2,NA,0,20,75060.98705,0.735493046,14,1,0.113731232,No,No,No,No,No,No,1,1,1,0,0,0.1,58,0.333333333,1
FI,FIN,Finland,2014,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,0.25,0,21,1,4,0.5113,2.535029,1.267256345,3,48,0.32,0,0.272,24,8589.472836,0.562208651,24,0.5,0.269080288,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes,1,1,1,0.2,0,0.2,75,0.5,1
FI,FIN,Finland,2015,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,0.2,0,21,1,4,0.5149,2.530586,1.267638351,3,48,0.33,0,0.2805,24,8589.472836,0.554408854,24,0.5,0.281299882,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes,1,1,1,0.2,0,0.2,75,0.5,1
FI,FIN,Finland,2016,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,-0.005,0,21,1,4,0.5159,2.255193,1.269954839,3,48,0.34,0,0.289,24,10752.68817,0.546140011,24,0.5,0.308748028,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes,1,1,1,0.2,0,0.2,75,0.5,1
FI,FIN,Finland,2017,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,-0.005,0,21,1,4,0.5162,1.803856,1.273540719,3,48,0.34,0,0.289,24,10752.68817,0.535208566,24,0.5,0.325023586,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes,1,1,1,0.2,0,0.2,75,0.5,1
FI,FIN,Finland,2018,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,-0.005,0,21,1,4,0.5141,1.844204,1.291293983,3,48,0.34,0,0.289,24,11062.41192,0.547143098,24,0.5,0.333776844,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes,1,1,1,0.2,0,0.2,76,0.5,1
FI,FIN,Finland,2019,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,-0.005,0,21,1,4,0.5111,1.842791,1.296453774,3,48,0.34,NA,0.289,24,11062.41192,0.561295789,24,0.5,0.345007097,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes,1,1,1,0.2,0,0.2,76,0.5,1
FI,FIN,Finland,2020,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,-0.005,0,18,1,4,0.5113,1.85952,1.306616773,3,48,0.34,NA,0.289,24,11801.31774,0.570809928,24,0.5,0.339829825,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes,1,1,1,0.2,0,0.2,76,0.5,1
FI,FIN,Finland,2021,0.2,0,10,0.934782609,0.518965517,0.737888703,0,0,0,-0.005,0,18,1,4,0.5122,1.917091,1.281557527,3,48,0.34,NA,0.289,24,11701.54507,0.573217636,24,0.5,0.336095059,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes,1,1,1,0.2,0,0.2,76,0.5,1
FR,FRA,France,2014,0.379962,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.425,0,26,1,6,0.54501,15.274647,1.205411117,2,80,0.38,0,0.44001,20,93551.08764,0.483041969,26,0.5,1.175068968,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes,0.95,0.88,1,0.3,0,0.3333,122,0.666666667,1
FR,FRA,France,2015,0.379962,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.425,0,26,1,6,0.54501,15.054145,1.205567503,2,80,0.344,0,0.44001,20,93551.08764,0.48301764,31,0.5,1.211569767,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes,0.95,0.88,1,0.3,0,0.3333,122,0.666666667,1
FR,FRA,France,2016,0.3443,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.425,0,26,1,6,0.54501,14.77634,1.234666068,2,80,0.3444675,0,0.44001,20,100243.9024,0.48170946,31,0.5,1.216182935,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes,0.95,0.88,1,0.3,0,0.3333,122,0.666666667,1
FR,FRA,France,2017,0.4442889,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.405,0,26,1,6,0.54501,14.830284,1.231805639,2,80,0.3444675,0,0.44001,20,100243.9024,0.485072745,31,0.5,1.248897625,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes,0.95,0.88,1,0.3,0,0.3333,122,0.666666667,1
FR,FRA,France,2018,0.3443,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.405,0,28,1,6,0.54501,14.579559,1.252530325,2,80,0.34,0,0.34,20,103912.924,0.485566301,31,0.5,1.276869733,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes,0.95,0.88,1,0.3,0,0.333,122,0.666666667,1
FR,FRA,France,2019,0.3443,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.405,1,28,1,6,0.55368,14.410293,1.253398777,2,80,0.34,NA,0.34,20,103912.924,0.498214328,31,0.5,1.277427359,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes,0.95,0.88,1,0.3,0,0.333,122,0.666666667,1
FR,FRA,France,2020,0.3202,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.405,1,28,1,6,0.55368,14.979541,1.264141984,2,80,0.34,NA,0.34,20,117259.4098,0.505856726,31,0.5,1.216403713,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes,0.95,0.88,1,0.28,0,0.28,122,0.666666667,1
FR,FRA,France,2021,0.284075,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.3875,1,28,1,6,0.55368,15.389581,1.261813258,2,80,0.34,NA,0.34,20,115863.7453,0.517805659,31,0.5,1.137634254,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes,0.95,0.88,1,0.28,0,0.28,122,0.666666667,1
DE,DEU,Germany,2014,0.2970721,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,30,2,6,0.47475,5.77971,1.103639675,1,134,0.25,0,0.26375,19,21297.52221,0.555258797,43,0.5,0.195914011,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No,0.95,0.95,0,0.26375,0,0.15825,94,0.333333333,1
DE,DEU,Germany,2015,0.29780475,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,41,2,6,0.47475,5.655649,1.104428281,1,134,0.26375,0,0.26375,19,21297.52221,0.549981092,43,0.5,0.196555987,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No,0.95,0.95,0,0.26375,0,0.15825,94,0.333333333,1
DE,DEU,Germany,2016,0.29818844,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,41,2,6,0.47475,5.529533,1.103719516,1,134,0.26375,0,0.26375,19,22151.89873,0.55354581,43,0.5,0.196817507,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No,0.95,0.95,0,0.26375,0,0.15825,94,0.333333333,1
DE,DEU,Germany,2017,0.29889263,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,41,2,6,0.47475,5.481573,1.101778478,1,134,0.26375,0,0.26375,19,22151.89873,0.561391924,43,0.5,0.199950766,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No,0.95,0.95,0,0.26375,0,0.15825,95,0.333333333,1
DE,DEU,Germany,2018,0.29897059,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,41,2,6,0.47475,5.441752,1.099548029,1,134,0.26375,0,0.26375,19,22456.28083,0.560202274,43,0.5,0.20231545,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No,0.95,0.95,0,0.26375,0,0.15825,95,0.333333333,1
DE,DEU,Germany,2019,0.29937781,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,41,2,6,0.47475,5.361578,1.10058015,1,134,0.26375,NA,0.26375,19,22456.28083,0.561900343,43,0.5,0.200482948,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No,0.95,0.95,0,0.26375,0,0.15825,96,0.333333333,1
DE,DEU,Germany,2020,0.29937781,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,41,2,6,0.47475,5.328135,1.10046147,1,134,0.26375,NA,0.26375,19,29842.56689,0.565772233,43,0.5,0.195869453,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No,0.95,0.95,0,0.26375,0,0.15825,96,0.333333333,1
DE,DEU,Germany,2021,0.29937781,1,60,0.847117028,0.391406013,0.869865254,1,0,0,0.185,0,41,2,6,0.47475,5.430193,1.098918858,1,134,0.26375,NA,0.26375,19,29542.93058,0.56749194,43,0.5,0.191074228,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No,0.95,0.95,0,0.26375,0,0.15825,96,0.333333333,1
GR,GRC,Greece,2014,0.26,0,5,0.737888703,0.479318672,0.737888703,1,0,0,0.07,0,78,1,6,0.46,5.346351,1.188777411,1,46,0.15,0,0.1,23,6677.549595,0.371576667,78,0.5,0.694996432,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No,1,0,1,0.25,0.15,0.2,55,0.333333333,0.5
GR,GRC,Greece,2015,0.29,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.07,0,78,1,6,0.46,5.272871,1.195596932,1,46,0.15,0,0.1,23,6677.549595,0.365094651,69,0.5,0.669905153,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No,1,0,1,0.1,0.15,0.2,57,0.333333333,1
GR,GRC,Greece,2016,0.29,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.085,0,78,1,6,0.5,24.577888,1.305863745,1,46,0.15,0,0.1,23,16393.44262,0.376659164,69,0.5,0.894387509,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No,1,0,1,0.1,0.15,0.2,57,0.333333333,1
GR,GRC,Greece,2017,0.29,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.085,0,78,1,6,0.55,11.218841,1.252394582,1,46,0.15,0,0.15,24,16393.44262,0.389779489,69,0.5,1.014807894,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No,1,0,1,0.15,0.15,0.2,57,0.333333333,1
GR,GRC,Greece,2018,0.29,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.09,0,78,1,6,0.55,11.143308,1.247406705,1,46,0.15,0,0.15,24,16710.69936,0.444845747,69,0.5,1.089572647,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No,1,0,1,0.15,0.15,0.2,57,0.333333333,1
GR,GRC,Greece,2019,0.24,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.09,0,78,1,6,0.55,10.955817,1.241545021,1,46,0.15,NA,0.1,24,16710.69936,0.42605421,69,0.5,1.119416656,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No,1,0,1,0.1,0.15,0.2,57,0.333333333,1
GR,GRC,Greece,2020,0.24,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.07,0,78,1,6,0.55,10.837919,1.283874069,1,46,0.15,NA,0.05,24,17950.09873,0.441498417,69,0.5,1.134408217,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No,1,1,1,0.05,0.15,0.2,57,0.333333333,1
GR,GRC,Greece,2021,0.22,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.255,0,78,1,6,0.54,11.074702,1.265872883,1,46,0.15,NA,0.05,24,18330.25996,0.441498417,69,0.5,1.168292123,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No,1,1,1,0.05,0.15,0.2,57,0.333333333,1
HU,HUN,Hungary,2014,0.19,0,50,0.816200383,0.278958449,0.737888703,0.5,0,1,0.2925,0,35,2,8,0.16,0,1,2,146,0.16,0,0.16,27,42328.19865,0.518719537,96,0.5,0.205339775,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0,0,0,73,0.666666667,0.5
HU,HUN,Hungary,2015,0.19,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.285,0,35,2,8,0.16,0,1,2,146,0.16,0,0.16,27,42328.19865,0.521173584,96,0.5,0.296463733,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0,0,0,75,0.666666667,0.5
HU,HUN,Hungary,2016,0.19,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.285,0,35,2,7,0.16,0,1,2,146,0.15,0,0.15,27,44822.94935,0.557821623,96,0.5,0.290242311,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0,0,0,77,0.666666667,0.5
HU,HUN,Hungary,2017,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.285,1,35,2,7,0.15,0,1,2,146,0.15,0,0.15,27,44822.94935,0.590982668,96,0.5,0.294573994,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0,0,0,80,0.666666667,0.5
HU,HUN,Hungary,2018,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.21,1,35,2,7,0.15,0,1,2,146,0.15,0,0.15,27,57601.50252,0.553637695,96,0.5,0.300380589,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0,0,0,80,0.333333333,0.5
HU,HUN,Hungary,2019,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.1975,1,35,2,7,0.15,0,1,2,146,0.15,NA,0.15,27,57601.50252,0.560067503,96,0.5,0.299035507,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0,0,0,81,0.333333333,1
HU,HUN,Hungary,2020,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.19,1,35,2,7,0.15,0,1,2,146,0.15,NA,0.15,27,85145.36627,0.593403442,96,0.5,0.277369935,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0,0,0,81,0.333333333,1
HU,HUN,Hungary,2021,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.18,1,35,2,7,0.15,0,1,2,146,0.15,NA,0.15,27,82384.15064,0.592490539,96,0.5,0.253699108,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,1,1,0,0,0,0,81,0.333333333,1
IS,ISL,Iceland,2014,0.2,0,10,0.86,0.477777778,0.81226935,0,0,0,0.24,0,40,1,10,0.4622,1.387967,1.277829918,13,60,0.2,0,0.2,25.5,7006.497053,0.430672145,40,0,0.714241507,No,Inheritance Tax,No,Bank Tax,No,No,1,1,0,0.18,0.1,0.2,39,0.666666667,0
IS,ISL,Iceland,2015,0.2,0,10,0.86,0.477777778,0.81226935,0,0,0,0.24,0,40,1,7,0.4624,1.366742,1.273308593,13,60,0.2,0,0.2,24,7006.497053,0.4308487,40,0,0.74418111,No,Inheritance Tax,No,Bank Tax,No,No,1,1,0,0.18,0.1,0.2,39,0.666666667,0
IS,ISL,Iceland,2016,0.2,0,10,0.86,0.477777778,0.81226935,0.5,0,0,0.24,0,40,1,7,0.4624,1.363465,1.259499602,13,60,0.2,0,0.2,24,7032.348805,0.440184342,40,0,0.789559529,No,Inheritance Tax,No,Bank Tax,No,No,1,1,0,0.18,0.1,0.2,39,0.666666667,0
IS,ISL,Iceland,2017,0.2,0,10,0.86,0.477777778,0.81226935,0.5,0,0,0.24,0,40,1,7,0.46249998,1.261743,1.287147987,13,60,0.2,0,0.2,24,7032.348805,0.508235636,40,0,0.827117934,No,Inheritance Tax,No,Bank Tax,No,No,1,1,0,0.18,0.1,0.2,41,0.666666667,1
IS,ISL,Iceland,2018,0.2,0,10,0.86,0.602353619,0.81226935,0.5,0,0,0.24,0,40,1,7,0.4624,1.229826,1.29300826,13,60,0.22,0,0.22,24,14202.1556,0.531563328,40,0,0.896893805,No,Inheritance Tax,No,Bank Tax,No,No,1,1,0,0.2,0.12,0.2,44,0.666666667,1
IS,ISL,Iceland,2019,0.2,0,10,0.86,0.602353619,0.81226935,0.5,0,0,0.24,0,40,1,7,0.4624,1.282301,1.296661695,13,60,0.22,NA,0.22,24,14202.1556,0.568359307,40,0,0.985553573,No,Inheritance Tax,No,Bank Tax,No,No,1,1,0,0.2,0.12,0.2,45,0.666666667,1
IS,ISL,Iceland,2020,0.2,0,10,0.86,0.602353619,0.81226935,0.5,0,0,0.24,0,40,1,7,0.4624,1.28079,1.300089588,13,60,0.22,NA,0.22,24,14635.03469,0.544498806,40,0,0.962164501,No,Inheritance Tax,No,Bank Tax,No,No,1,1,0,0.2,0.12,0.2,45,0.666666667,1
IS,ISL,Iceland,2021,0.2,0,10,0.86,0.602353619,0.81226935,0.5,0,0,0.36,0,40,1,7,0.4624,1.278608,1.316354787,13,60,0.22,NA,0.22,24,13878.38681,0.52274241,40,0,0.979775069,No,Inheritance Tax,No,Bank Tax,No,No,1,1,0,0.2,0.12,0.2,45,0.666666667,1
IE,IRL,Ireland,2014,0.125,3,100,0.787075165,0.479318672,0.646263719,0.5,0,0,0.235,0,10,1,7,0.48,0.761985,1.466455455,1,40,0.33,0,0.51,23,78844.25615,0.442351897,29,0.5,0.429691173,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes,0,1,1,0.2,0.2,0.2,68,0,0
IE,IRL,Ireland,2015,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,0,0.245,0,10,1,7,0.48,0.756265,1.461344036,1,40,0.33,0,0.51,23,78844.25615,0.446293922,29,0.5,0.494496668,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes,0,1,1,0.2,0.2,0.2,68,0,0
IE,IRL,Ireland,2016,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.26,0,10,1,7,0.48,1.601654,1.478714953,1,40,0.33,0,0.51,23,88339.22261,0.48285365,29,0.5,0.523497255,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes,0,1,1,0.2,0.2,0.2,70,0,0
IE,IRL,Ireland,2017,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.26,0,12,1,7,0.48,1.566533,1.478421819,1,40,0.33,0,0.51,23,88339.22261,0.478723043,29,0.5,0.47266802,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes,0,1,1,0.2,0.2,0.2,72,0,0
IE,IRL,Ireland,2018,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.26,0,12,1,7,0.48,1.539297,1.475580097,1,40,0.33,0,0.51,23,92218.1414,0.485071076,29,0.5,0.415208624,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes,0,1,1,0.2,0.2,0.2,72,0,0
IE,IRL,Ireland,2019,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.26,0,12,1,7,0.48,1.483161,1.460982301,1,40,0.33,NA,0.51,23,92218.1414,0.482571827,29,0.5,0.375481623,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes,0,1,1,0.2,0.2,0.2,73,0.333333333,0
IE,IRL,Ireland,2020,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.26,0,12,1,7,0.48,1.43764,1.447795449,1,40,0.33,NA,0.51,23,94185.96328,0.49831921,29,0.5,0.342037607,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes,0,1,1,0.25,0.2,0.2,73,0.333333333,0
IE,IRL,Ireland,2021,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.2675,0,12,1,7,0.48,1.500361,1.476604636,1,40.5,0.33,NA,0.51,23,91909.73729,0.50639999,29,0.5,0.321212107,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes,0,1,1,0.25,0.2,0.2,73,0.333333333,0
IL,ISR,Israel,2014,0.265,0,100,0.869865254,0.547953911,0.787075165,0.5,0,0,0,0,110,2,14,0.5,6.307592,1.826696667,12,60,0.27,1,0.32,18,18611.87492,0.64282416,69,0.5,1.211650003,No,No,Real Estate Transfer Tax Û,No,No,No,1,1,0,0.3,0.25,0.25,53,0.333333333,0
IL,ISR,Israel,2015,0.265,0,100,0.869865254,0.547953911,0.787075165,0.5,0,0,0,0,110,2,14,0.5,6.0228,1.769650909,12,60,0.27,1,0.32,18,18611.87492,0.645093277,69,0.5,1.211756474,No,No,Real Estate Transfer Tax Û,No,No,No,1,1,0,0.3,0.265,0.265,53,0.333333333,0
IL,ISR,Israel,2016,0.25,0,100,0.869865254,0.547953911,0.787075165,0.5,0,0,0,0,110,2,14,0.5,5.80213,1.725439384,12,60,0.27,1,0.32,17,25517.01031,0.630056991,69,0.5,1.202212947,No,No,Real Estate Transfer Tax Û,No,No,No,1,1,0,0.3,0.25,0.25,53,0.333333333,0
IL,ISR,Israel,2017,0.24,0,100,0.869865254,0.547953911,0.787075165,0.5,0,1,0,0,110,2,14,0.5,5.59539,1.719091447,12,60,0.28,1,0.27,17,25517.01031,0.626872567,69,0.5,1.214341091,No,No,Real Estate Transfer Tax Û,No,No,No,1,1,0,0.3,0.24,0.24,54,0.333333333,0
IL,ISR,Israel,2018,0.23,0,100,0.869865254,0.391406013,0.787075165,0.5,0,1,0,0,110,2,14,0.5,4.3262,1.732834057,12,60,0.28,1,0.33,17,26132.38901,0.634989751,69,0.5,1.204429167,No,No,Real Estate Transfer Tax Û,No,No,No,1,1,0,0.3,0.23,0.23,54,0.333333333,0
IL,ISR,Israel,2019,0.23,0,100,0.869865254,0.391406013,0.787075165,0.5,0,1,0,0,110,2,14,0.5,4.120324,1.68228952,12,60,0.28,NA,0.33,17,26132.38901,0.627203713,69,0.5,1.208306738,No,No,Real Estate Transfer Tax Û,No,No,No,1,1,0,0.3,0.23,0.23,56,0.333333333,0
IL,ISR,Israel,2020,0.23,0,100,0.869865254,0.391406013,0.787075165,0.5,0,1,0,0,110,2,14,0.5,4.033834,1.661208494,12,60,0.28,NA,0.33,17,27256.83774,0.626779592,69,0.5,1.177178248,No,No,Real Estate Transfer Tax Û,No,No,No,1,1,0,0.3,0.23,0.23,58,0.333333333,0
IL,ISR,Israel,2021,0.23,0,100,0.869865254,0.391406013,0.787075165,0.5,0,1,0,0,110,2,3,0.5,4.147874,1.702164267,1,60,0.28,NA,0.33,17,27262.77565,0.616580182,64,0.5,1.164404474,No,No,Real Estate Transfer Tax,No,No,No,1,1,0,0.3,0.23,0.23,58,0.333333333,0
IT,ITA,Italy,2014,0.3129275,0,80,0.760252585,0.462657542,0.965116279,1,1,0,-0.02,0,39,2,10,0.472611,10.005698,1.176048551,1,198,0.2,0,0.2,22,35990.67374,0.374973056,32,0,0.597996824,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0.95,0.95,1,0.2,0.2,0.225,95,0.666666667,1
IT,ITA,Italy,2015,0.3129275,0,80,0.760252585,0.462657542,0.965116279,1,1,1,-0.02,0,39,2,10,0.478431,9.885683,1.20462189,1,198,0.26,0,0.26,22,35990.67374,0.370323178,32,0,0.523120245,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0.95,0.95,1,0.26,0.26,0.225,95,0.666666667,1
IT,ITA,Italy,2016,0.3129275,0,80,0.760252585,0.462657542,0.965116279,1,1,1,0.04,0,39,2,10,0.488131,9.819967,1.211944546,1,198,0.26,0,0.26,22,40000,0.365494882,32,0,0.640402817,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0.95,0.95,1,0.26,0.26,0.225,96,0.666666667,1
IT,ITA,Italy,2017,0.278064,0,80,0.760252585,0.462657542,0.965116279,1,1,1,0.04,0,39,2,11,0.488131,9.797844,1.212025331,1,198,0.26,0,0.26,22,40000,0.374668738,32,0,0.649033792,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0.95,0.95,1,0.26,0.26,0.225,97,0.666666667,1
IT,ITA,Italy,2018,0.278064,0,80,0.760252585,0.462657542,0.965116279,1,1,1,0.09,0,39,2,11,0.4723,2.712898,1.212279746,1,169,0.26,0,0.26,22,90380.96271,0.374172483,32,0,0.560236468,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0.95,0.95,1,0.26,0.26,0.225,100,0.666666667,1
IT,ITA,Italy,2019,0.278064,0,80,0.760252585,0.462657542,0.965116279,1,1,1,0.09,0,39,2,11,0.4723,2.689386,1.24591476,1,169,0.26,NA,0.26,22,90380.96271,0.386312509,30,0,0.560997191,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0.95,0.95,1,0.26,0.26,0.225,100,0.666666667,1
IT,ITA,Italy,2020,0.2781,0,80,0.760252585,0.462657542,0.965116279,1,1,1,0.07,1,39,2,11,0.4723,2.645647,1.240995247,1,169,0.26,NA,0.26,22,96898.21364,0.384825373,30,0,0.560240699,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0.95,0.95,1,0.26,0.26,0.225,100,0.666666667,1
IT,ITA,Italy,2021,0.2781,0,80,0.760252585,0.462657542,0.965116279,1,1,1,0.11,1,39,2,11,0.4723,2.75398,1.267671988,1,169,0.26,NA,0.26,22,97157.90701,0.391551971,30,0,0.555116043,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,0.95,0.95,1,0.26,0.26,0.225,100,0.666666667,1
JP,JPN,Japan,2014,0.3699,0.5,7.2,0.769602273,0.278958449,0.787075165,0.5,0,0,0.1,0,102,2,13,0.5084,4.610718,1.135295974,3,75,0.204,0,0.20315,5,88240.34416,0.683376366,22,0.5,0.807484408,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No,0.95,0,0,0.2,0.2,0.2,60,0.666666667,0.5
