ISO_2,ISO_3,country,year,corporate_rate,loss_carryback,loss_carryforward,machines_cost_recovery,buildings_cost_recovery,intangibles_cost_recovery,inventory,allowance_corporate_equity,patent_box,r_and_d_credit,digital_services_tax,corporate_time,profit_payments,other_payments,top_income_rate,threshold_top_income_rate,tax_wedge,labor_payments,labor_time,capital_gains_rate,index_capital_gains,dividends_rate,vat_rate,vat_threshold,vat_base,consumption_time,property_tax,property_tax_collections,net_wealth_str,estate_or_inheritance_tax_str,transfer_tax,asset_tax_str,capital_duties_str,financial_transaction_tax_str,dividends_exemption,capital_gains_exemption,country_limitations,dividends_withholding_tax,interest_withholding_tax,royalties_withholding_tax,tax_treaties,cfc_rules,thin_capitalization_rules
PL,POL,Poland,2020,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,1,1,0.2,1,59,1,4,0.32,1.720796,1.033856047,2,103,0.19,NA,0.19,23,114294.6619,0.518582406,172,0.5,0.861724022,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes,1,0,1,0.19,0.2,0.2,85,0.5,1
PL,POL,Poland,2021,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,1,1,0.2,1,59,1,4,0.32,1.684221,1.040209334,2,103,0.19,NA,0.19,23,110426.528,0.511054259,172,0.5,0.849177653,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes,1,0,1,0.19,0.2,0.2,85,0.5,1
PT,PRT,Portugal,2014,0.315,0,8.4,0.888411247,0.547953911,0.737888703,0.5,0,0,0.365,0,63,1,6,0.565,15.929716,1.319932365,1,116,0.28,1,0.28,23,14317.54964,0.472756762,96,0.5,0.285252616,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No,1,0,1,0.25,0.25,0.25,61,0.666666667,1
PT,PRT,Portugal,2015,0.295,0,8.4,0.888411247,0.547953911,0.737888703,0.5,0,0,0.36,0,63,1,6,0.565,16.224802,1.327801458,1,116,0.28,1,0.28,23,14317.54964,0.458647516,96,0.5,0.341900172,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No,1,1,1,0.25,0.25,0.25,63,0.666666667,1
PT,PRT,Portugal,2016,0.295,0,8.4,0.888411247,0.547953911,0.737888703,0.5,0,0,0.35,0,63,1,6,0.565,16.172343,1.298190258,1,116,0.28,1,0.28,23,16949.15254,0.485027166,96,0.5,0.372596845,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No,1,1,1,0.25,0.25,0.25,64,0.666666667,1
PT,PRT,Portugal,2017,0.295,0,3.5,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,63,1,6,0.565,15.980727,1.273471516,1,116,0.28,1,0.28,23,16949.15254,0.496696127,96,0.5,0.39485675,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No,1,1,1,0.25,0.25,0.25,68,0.666666667,1
PT,PRT,Portugal,2018,0.315,0,3.5,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,63,1,6,0.5621,15.622325,1.258117002,1,90,0.28,1,0.28,23,16886.44373,0.492983413,90,0.5,0.388171217,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No,1,1,1,0.25,0.25,0.25,76,0.666666667,1
PT,PRT,Portugal,2019,0.315,0,3.5,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,63,1,6,0.53,15.037109,1.267398939,1,90,0.28,NA,0.28,23,16886.44373,0.509639064,90,0.5,0.394070422,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No,1,1,1,0.25,0.25,0.25,77,0.666666667,1
PT,PRT,Portugal,2020,0.315,0,9.6,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,63,1,6,0.53,14.530792,1.256089728,1,90,0.28,NA,0.28,23,17640.07543,0.521871189,90,0.5,0.40419067,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No,1,1,1,0.25,0.25,0.25,78,0.5,1
PT,PRT,Portugal,2021,0.315,0,9.6,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,63,1,6,0.53,14.421529,1.254206787,1,90,0.28,NA,0.28,23,21769.19085,0.532308615,90,0.5,0.397606369,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No,1,1,1,0.25,0.25,0.25,78,0.5,1
SK,SVK,Slovak Republic,2014,0.22,0,4,0.873879108,0.652728119,0.869865254,0.5,0,0,-0.01,0,42,1,20,0.25,3.855923,1.121612107,1,62,0.22,0,0,20,86990.53295,0.432763414,103,0.5,0.214837333,No,No,No,No,No,No,1,0,1,0,0.19,0.19,66,0,0
SK,SVK,Slovak Republic,2015,0.22,0,4,0.873879108,0.652728119,0.869865254,0.5,0,0,-0.01,0,42,1,20,0.25,3.768509,1.118529753,1,62,0.22,0,0,20,86990.53295,0.469350572,103,0.5,0.218489366,No,No,No,No,No,No,1,0,1,0,0.19,0.19,66,0,1
SK,SVK,Slovak Republic,2016,0.22,0,4,0.873879108,0.547953911,0.869865254,0.5,0,0,0.095,0,42,1,20,0.25,3.682261,1.115501882,1,62,0,0,0,20,99580,0.49235359,103,0.5,0.218778848,No,No,No,No,No,No,1,0,1,0,0.19,0.19,66,0,1
SK,SVK,Slovak Republic,2017,0.21,0,4,0.873879108,0.547953911,0.869865254,0.5,0,0,0.095,0,42,1,9,0.25,3.576551,1.111817118,1,62,0,0,0.07,20,99580,0.515974682,84,0.5,0.219593818,No,No,No,No,No,No,1,0,1,0.35,0.19,0.19,67,0,1
SK,SVK,Slovak Republic,2018,0.21,0,4,0.873879108,0.547953911,0.869865254,0.5,0,1,0.09,0,46,1,6,0.25,3.443444,1.107696457,1,62,0,0,0.07,20,100763.365,0.497055283,84,0.5,0.225667717,No,No,No,No,No,No,1,1,1,0.35,0.19,0.19,69,0,1
SK,SVK,Slovak Republic,2019,0.21,0,4,0.873879108,0.547953911,0.869865254,0.5,0,1,0.245,0,46,1,6,0.25,3.269759,1.102174504,1,62,0,NA,0.07,20,100763.365,0.514888642,84,0.5,0.225930008,No,No,No,No,No,No,1,1,1,0.35,0.19,0.19,70,0.833333333,1
SK,SVK,Slovak Republic,2020,0.21,0,2.5,0.873879108,0.547953911,0.869865254,0.5,0,1,0.365,0,46,1,6,0.25,3.182854,1.099642392,1,62,0,NA,0.07,20,98557.75892,0.519304247,84,0.5,0.221560377,No,No,No,No,No,No,1,1,1,0.35,0.19,0.19,70,0.833333333,1
SK,SVK,Slovak Republic,2021,0.21,0,2.5,0.873879108,0.547953911,0.869865254,0.5,0,1,0.49,0,46,1,6,0.25,3.250985,1.113154047,1,62,0,NA,0.07,20,93374.34128,0.526309873,84,0.5,0.219896194,No,No,No,No,No,No,1,1,1,0.35,0.19,0.19,70,0.833333333,1
SI,SVN,Slovenia,2014,0.17,0,50,0.869865254,0.391406013,0.737888703,0.5,0,0,0.17,0,74,1,8,0.5,5.390324,1.201506255,1,90,0,1,0.25,22,74142.10478,0.570260813,69,0,0.21817465,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,0.95,0.475,1,0.15,0.15,0.15,53,0,0.5
SI,SVN,Slovenia,2015,0.17,0,50,0.869865254,0.391406013,0.737888703,0.5,0,0,0.17,0,74,1,8,0.5,5.307771,1.197808046,1,90,0,1,0.25,22,74142.10478,0.590977233,69,0,0.23169731,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5
SI,SVN,Slovenia,2016,0.17,0,50,0.869865254,0.391406013,0.737888703,0.5,0,0,0.17,0,74,1,8,0.5,5.265523,1.195925155,1,90,0,1,0.25,22,83333.33333,0.582573707,69,0,0.224618481,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5
SI,SVN,Slovenia,2017,0.19,0,50,0.869865254,0.391406013,0.737888703,0.5,0,0,0.17,0,74,1,8,0.5,5.194874,1.196716668,1,90,0,1,0.25,22,83333.33333,0.584130102,69,0,0.228998163,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5
SI,SVN,Slovenia,2018,0.19,0,50,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,74,1,8,0.5,5.056709,1.156250219,1,90,0,1,0.25,22,83256.73714,0.575531867,69,0,0.242324406,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,0.95,0.475,1,0.15,0.15,0.15,58,0,0.5
SI,SVN,Slovenia,2019,0.19,0,50,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,74,1,8,0.5,4.868058,1.269574407,1,90,0,NA,0.25,22,83256.73714,0.585563765,69,0,0.253015417,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,0.95,0.475,1,0.15,0.15,0.15,59,0.333333333,0.5
SI,SVN,Slovenia,2020,0.19,0,63,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,74,1,8,0.5,4.700871,1.143675554,1,90,0,NA,0.275,22,88413.5775,0.60112965,69,0,0.249527906,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,0.95,0.475,1,0.15,0.15,0.15,59,0.333333333,0.5
SI,SVN,Slovenia,2021,0.19,0,63,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,74,1,8,0.5,4.7453,1.120729982,1,90,0,NA,0.275,22,87962.19737,0.582071408,69,0,0.256146258,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No,0.95,0.475,1,0.15,0.15,0.15,59,0.333333333,0.5
ES,ESP,Spain,2014,0.3,0,18,0.695001857,0.29138553,0.278958449,0.5,0,1,0.31,0,33,1,7,0.52,11.728847,1.120067283,1,90,0.27,0,0.27,21,0,0.399731425,44,0.5,0.468337798,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,No,1,1,1,0.21,0.21,0.2475,85,0.333333333,1
ES,ESP,Spain,2015,0.28,0,50,0.695001857,0.29138553,0.278958449,0.5,0,1,0.31,0,33,1,7,0.52,11.66034,1.114170591,1,90,0.24,0,0.235,21,0,0.385885968,44,0.5,0.513909239,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,No,1,1,1,0.195,0.195,0.195,87,0.333333333,1
ES,ESP,Spain,2016,0.25,0,60,0.778563039,0.391406013,0.278958449,0.5,0,1,0.305,0,33,1,7,0.45,2.445619,1.126502052,1,90,0.23,0,0.23,21,0,0.406223946,44,0.5,0.543271487,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,No,1,1,1,0.19,0.19,0.19,92,0.333333333,1
ES,ESP,Spain,2017,0.25,0,70,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,0,33,1,7,0.45,2.449093,1.126583416,1,90,0.23,0,0.23,21,0,0.428072338,35,0.5,0.549121375,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,No,1,1,1,0.19,0.19,0.19,92,0.333333333,1
ES,ESP,Spain,2018,0.25,0,70,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,0,33,1,6,0.435,2.442919,1.21946414,1,84,0.23,0,0.23,21,0,0.433164413,35,0.5,0.55504825,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,No,1,1,1,0.19,0.19,0.24,93,0.333333333,1
ES,ESP,Spain,2019,0.25,0,70,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,0,33,1,7,0.435,2.409777,1.215777577,1,84,0.23,NA,0.23,21,0,0.439643198,35,0.5,0.558633023,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,No,1,1,1,0.19,0.19,0.24,93,0.333333333,1
ES,ESP,Spain,2020,0.25,0,70,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,0,33,1,7,0.435,2.385347,1.21504384,1,84,0.23,NA,0.23,21,0,0.446295375,30.5,0.5,0.546239477,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,No,1,1,1,0.19,0.19,0.24,93,0.333333333,1
ES,ESP,Spain,2021,0.25,0,70,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,1,33,1,7,0.435,2.417067,1.21852902,1,84,0.26,NA,0.26,21,0,0.444288454,26,0.5,0.525818442,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,No,0.95,0.95,1,0.19,0.19,0.24,93,0.333333333,1
SE,SWE,Sweden,2014,0.22,1.5,100,0.86,0.479318672,0.86,0,0,0,-0.01,0,50,1,4,0.5673,1.518355,1.231656478,1,36,0.3,0,0.3,25,0,0.551259593,36,0.5,0.363384602,No,No,Stamp Duty on Transfer of Real Property,Bank Tax,No,No,1,1,0,0.3,0,0,79,0.666666667,0.5
SE,SWE,Sweden,2015,0.22,1.5,100,0.86,0.479318672,0.86,0,0,0,0.05,0,50,1,4,0.5686,1.508153,1.241599962,1,36,0.3,0,0.3,25,0,0.548889259,36,0.5,0.391481464,No,No,Stamp Duty on Transfer of Real Property,Bank Tax,No,No,1,1,0,0.3,0,0,80,0.666666667,0.5
SE,SWE,Sweden,2016,0.22,1.5,100,0.86,0.479318672,0.86,0,0,0,0.05,0,50,1,4,0.5699,1.519275,1.241231883,1,36,0.3,0,0.3,25,0,0.552864976,36,0.5,0.382951054,No,No,Stamp Duty on Transfer of Real Property,Bank Tax,No,No,1,1,0,0.3,0,0,81,0.666666667,0.5
SE,SWE,Sweden,2017,0.22,1.5,100,0.86,0.479318672,0.86,0,0,0,0.05,0,50,1,4,0.571,1.503143,1.243505761,1,36,0.3,0,0.3,25,0,0.565724438,36,0.5,0.373191008,No,No,Stamp Duty on Transfer of Real Property,Bank Tax,No,No,1,1,0,0.3,0,0,81,0.666666667,0.5
SE,SWE,Sweden,2018,0.22,1.5,100,0.86,0.479318672,0.86,0,0,0,0.05,0,50,1,4,0.5712,1.49517,1.240712066,1,36,0.3,0,0.3,25,3296.890966,0.581951707,36,0.5,0.370414635,No,No,Stamp Duty on Transfer of Real Property,Bank Tax,No,No,1,1,0,0.3,0,0,81,0.666666667,0.5
SE,SWE,Sweden,2019,0.214,1.5,100,0.86,0.479318672,0.86,0,0,0,0.05,0,50,1,4,0.5712,1.50956,1.240932923,1,36,0.3,NA,0.3,25,3296.890966,0.587694638,36,0.5,0.344638938,No,No,Stamp Duty on Transfer of Real Property,Bank Tax,No,No,1,1,0,0.3,0,0,81,0.666666667,1
SE,SWE,Sweden,2020,0.214,1.5,100,0.86,0.479318672,0.86,0,0,0,0.05,0,50,1,4,0.5719,1.544646,1.258957951,1,36,0.3,NA,0.3,25,3430.193616,0.590496138,36,0.5,0.328688564,No,No,Stamp Duty on Transfer of Real Property,Bank Tax,No,No,1,1,0,0.3,0,0,81,0.666666667,1
SE,SWE,Sweden,2021,0.206,1.5,100,0.86,0.479318672,0.86,0,0,0,0.105,0,50,1,4,0.5228,1.123221,1.241038861,1,36,0.3,NA,0.3,25,3369.74114,0.591431203,36,0.5,0.324345994,No,No,Stamp Duty on Transfer of Real Property,Bank Tax,No,No,1,1,0,0.3,0,0,81,0.666666667,1
CH,CHE,Switzerland,2014,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,0,-0.01,0,15,2,10,0.4167,3.325717,1.357199084,7,40,0,1,0.21135,8,63826.82681,0.701492423,8,0.5,0.060513623,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes,1,1,0,0.35,0.35,0,89,0,0.5
CH,CHE,Switzerland,2015,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,0,-0.01,0,15,2,10,0.4167,3.461304,1.332469983,7,40,0,1,0.21135,8,63826.82681,0.700621628,8,0.5,0.060819412,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes,1,1,0,0.35,0.35,0,90,0,0.5
CH,CHE,Switzerland,2016,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,0,-0.01,0,15,2,10,0.4167,3.473149,1.333657265,7,40,0,1,0.21135,8,78125,0.69761536,8,0.5,0.059576203,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes,1,1,0,0.35,0.35,0,91,0,0.5
CH,CHE,Switzerland,2017,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,0,-0.01,0,15,2,10,0.4167,3.371824,1.361707213,7,40,0,1,0.21135,8,78125,0.684548076,8,0.5,0.065229927,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes,1,1,0,0.35,0.35,0,92,0,0.5
CH,CHE,Switzerland,2018,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,0,-0.01,0,15,2,10,0.4167,3.359665,1.359964308,7,40,0,1,0.21135,7.7,81953.37509,0.674600469,8,0.5,0.068577326,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes,1,1,0,0.35,0.35,0,92,0,0.5
CH,CHE,Switzerland,2019,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,0,-0.01,0,15,2,10,0.4167,3.318929,1.354360856,7,40,0,NA,0.21135,7.7,81953.37509,0.679003015,8,0.5,0.066267588,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes,1,1,0,0.35,0.35,0,93,0,0.5
CH,CHE,Switzerland,2020,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,1,-0.01,0,15,2,10,0.4167,3.286355,1.349187418,7,40,0,NA,0.22285,7.7,87121.21872,0.682776229,8,0.5,0.063815314,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes,1,1,0,0.35,0.35,0,93,0,0.5
CH,CHE,Switzerland,2021,0.19698516,0,7,0.86,0.55483871,0.905263158,1,0,1,-0.01,0,15,2,10,0.4167,3.454265,1.358017295,7,40,0,NA,0.22285,7.7,87425.12038,0.699351165,8,0.5,0.064510895,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes,1,1,0,0.35,0.35,0,93,0,0.5
TR,TUR,Turkey,2014,0.2,0,5,0.864149149,0.431068737,0.694414356,0.5,0,0,0.05,0,49,1,8,0.3576,4.283921,1.180952672,1,80,0,1,0.175,18,0,0.404290335,97,0.5,0.103781825,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,1,1,0,0.15,0.1,0.2,80,0.666666667,0.5
TR,TUR,Turkey,2015,0.2,0,5,0.864149149,0.431068737,0.694414356,0.5,0,0,0.055,0,49,1,8,0.3576,3.998254,1.16689115,1,80,0,1,0.175,18,0,0.439666204,97,0.5,0.101472897,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,1,1,0,0.15,0.1,0.2,80,0.666666667,0.5
TR,TUR,Turkey,2016,0.2,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,0,49,1,8,0.3576,3.862626,1.160866444,1,80,0,1,0.175,18,0,0.399439995,97,0.5,0.113874275,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,1,1,0,0.15,0.1,0.2,81,0.666666667,0.5
TR,TUR,Turkey,2017,0.2,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,0,49,1,8,0.3576,3.460417,1.211178812,1,80,0,1,0.175,18,0,0.416593508,97,0.5,0.117323504,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,1,1,0,0.15,0.1,0.2,83,0.666666667,0.5
TR,TUR,Turkey,2018,0.22,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,0,45.5,1,8,0.3576,3.125218,1.19476027,1,80,0,1,0.175,18,0,0.40009435,91,0.5,0.117035995,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,1,1,0,0.15,0.1,0.2,83,0.666666667,0.5
TR,TUR,Turkey,2019,0.22,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,0,44.5,1,8,0.3576,2.880756,1.179660895,1,91,0,NA,0.175,18,0,0.405748231,80,0.5,0.098887905,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,1,1,0,0.15,0.1,0.2,85,0.666666667,0.5
TR,TUR,Turkey,2020,0.22,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,1,24,1,8,0.3576,2.815569,1.162185686,1,71,0,NA,0.2,18,0,0.39942623,75,0.5,0.099790031,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,1,1,0,0.15,0.1,0.2,86,0.666666667,0.5
TR,TUR,Turkey,2021,0.25,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,1,24,1,8,0.4076,8.558154,1.159192254,1,71,0,NA,0.2,18,0,0.339862978,75,0.5,0.092089117,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes,1,1,0,0.15,0.1,0.2,86,0.666666667,0.5
GB,GBR,United Kingdom,2014,0.21,1,100,0.758823529,0,0.826923077,0,0,1,0.185,0,35,1,6,0.45,4.274984,1.369563328,1,45,0.28,0,0.3055625,20,102850.5599,0.433273784,25,0.5,1.739965596,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes,1,1,0,0,0.2,0.2,123,0.5,0
GB,GBR,United Kingdom,2015,0.2,1,100,0.758823529,0,0.826923077,0,0,1,0.185,0,32,1,6,0.45,4.271088,1.387568163,1,48,0.28,0,0.3055625,20,102850.5599,0.436467182,25,0.5,1.765031288,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes,1,1,0,0,0.2,0.2,123,0.5,0
GB,GBR,United Kingdom,2016,0.2,1,100,0.758823529,0,0.826923077,0,0,1,0.195,0,32,1,6,0.45,4.169222,1.391663946,1,48,0.28,0,0.381,20,118840.5797,0.443054451,25,0.5,1.768627432,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes,1,1,0,0,0.2,0.2,124,0.5,0
GB,GBR,United Kingdom,2017,0.19,1,50,0.758823529,0,0.826923077,0,0,1,0.195,0,32,1,6,0.45,4.042911,1.38504927,1,48,0.2,0,0.381,20,118840.5797,0.451054621,25,0.5,1.776350292,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes,1,1,0,0,0.2,0.2,126,0.5,1
GB,GBR,United Kingdom,2018,0.19,1,50,0.758823529,0,0.826923077,0,0,1,0.185,0,32,1,6,0.45,3.894003,1.38301936,1,48,0.2,0,0.381,20,119167.287,0.447279087,25,0.5,1.775501546,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes,1,1,0,0,0.2,0.2,129,0.5,1
GB,GBR,United Kingdom,2019,0.19,1,50,0.758823529,0,0.826923077,0,0,1,0.19,0,32,1,6,0.45,3.785407,1.384113675,1,48,0.2,NA,0.381,20,119167.287,0.450841808,25,0.5,1.778359274,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes,1,1,0,0,0.2,0.2,129,0.5,1
GB,GBR,United Kingdom,2020,0.19,1,50,0.758823529,0.278958449,0.826923077,0,0,1,0.19,1,32,1,6,0.45,3.647155,1.39158463,1,48,0.2,NA,0.381,20,124934.5931,0.455886544,25,0.5,1.806049818,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes,1,1,0,0,0.2,0.2,130,0.5,1
GB,GBR,United Kingdom,2021,0.19,1,50,0.758823529,0.391406013,0.826923077,0,0,1,0.195,1,32,1,6,0.45,3.587895,1.393237525,2,57,0.2,NA,0.381,20,118671.3279,0.459263151,25,0.5,1.805806363,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes,1,1,0,0,0.2,0.2,130,0.5,1
US,USA,United States,2014,0.390755,2,20,0.938462733,0.349583112,0.632751339,1,0,0,0.055,0,87,2,5,0.4625,8.305387,1.255555981,4,55,0.2858,0,0.28583863,7.2,0,0.341,33,0.5,1.57727335,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No,0,0,0,0.3,0.3,0.3,66,0.333333333,0.5
US,USA,United States,2015,0.389975,2,20,0.938462733,0.349583112,0.632751339,1,0,0,0.055,0,87,2.4,4.6,0.4625,8.220619,1.249803778,3.6,55,0.2854,0,0.28535406,7.3,0,0.354,33,0.5,1.572930393,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No,0,0,0,0.3,0.3,0.3,66,0.333333333,0.5
US,USA,United States,2016,0.38923934,2,20,0.938462733,0.349583112,0.632751339,1,0,0,0.055,0,87,2.4,4.6,0.4625,8.20792,1.257488233,3.6,55,0.2852,0,0.2851581,7.3,0,0.358,33,0.5,1.568775253,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No,0,0,0,0.3,0.3,0.3,66,0.333333333,0.5
US,USA,United States,2017,0.38906474,2,20,0.938462733,0.349583112,0.632751339,1,0,0,0.0575,0,87,2.4,4.6,0.4625,8.088075,1.253906422,3.6,55,0.2851,0,0.28506064,7.4,0,0.354,33,0.5,1.566522795,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No,0,0,0,0.3,0.3,0.3,66,0.333333333,0.5
US,USA,United States,2018,0.2583858,5,100,0.938462733,0.349583112,0.632751339,1,0,0,0.0575,0,87,2.4,4.6,0.4625,7.93496,1.249168705,3.6,55,0.2888,0,0.28881436,7.4,0,0.348,33,0.5,1.595927446,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No,1,0,0,0.3,0.3,0.3,66,0.333333333,1
US,USA,United States,2019,0.25886141,5,100,1,0.349583112,0.632751339,1,0,0,0.0675,0,87,2.4,4.6,0.4365,9.299292,1.245851277,3.6,55,0.2891,NA,0.28913494,7.4,0,0.34,33,0.5,1.628098178,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No,1,0,0,0.3,0.3,0.3,66,0.333333333,1
US,USA,United States,2020,0.25766571,5,100,1,0.349583112,0.632751339,1,0,0,0.0675,0,87,2.4,4.6,0.4365,9.23521,1.244680693,3.6,55,0.2887,NA,0.28872019,7.4,0,0.338,33,0.5,1.601047057,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No,1,0,0,0.3,0.3,0.3,66,0.333333333,1
US,USA,United States,2021,0.25754568,0,80,1,0.349583112,0.632751339,1,0,0,0.0675,0,87,2.4,4.6,0.4365,8.814304,1.246443984,3.6,55,0.2891,NA,0.28905211,7.4,0,0.341,33,0.5,1.583634772,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No,1,0,0,0.3,0.3,0.3,66,0.333333333,1
