"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","allowance_corporate_equity","patent_box","r_and_d_credit","digital_services_tax","corporate_alt_minimum","corporate_surtax","corporate_other_rev","turnover_tax_rev","top_income_rate","threshold_top_income_rate","tax_wedge","personal_surtax","personal_other_rev","capital_gains_rate","dividends_rate","vat_rate","vat_threshold","vat_base","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules","minimum_tax"
"DK","DNK","Denmark",2014,0.245,"0",60,0.826923076923077,0.479318672008477,0.81340644290143,0,0,0,-0.01,0,0,0,0.462434949784896,0,0.55564,1.227747,1.21440659437092,0,0,0.42,0.42,25,5879.07638734969,0.577489602352864,0.5,0.115015962179191,0,1,1,0,0,0,1,1,1,0.27,0.25,0.25,73,0.666666666666667,0.5,0
"EE","EST","Estonia",2014,0.21,"100",100,1,1,1,1,1,0,0,0,0,0,0,0,0.21,0.142892,1.05969516645565,0,0,0.21,0,20,25581.7765656457,0.684085892986962,1,0.210247440050094,0,0,0,0,0,0,1,0,1,0,0,0.1,51,0,0,0
"ES","ESP","Spain",2014,0.3,"0",18,0.695001856615886,0.291385530174685,0.278958448750364,0.5,0,1,0.31,0,3,0,0,0,0.52,11.66034,1.10757664865188,0,0,0.27,0.27,21,0,0.398466763681639,0.5,0.601715175293352,1,1,1,0,1,0,1,1,1,0.21,0.21,0.2475,85,0.333333333333333,1,0
"FI","FIN","Finland",2014,0.2,"0",10,0.826923076923077,0.518965517241379,0.737888702767901,0,0,0,0.17,0,0,0,0,0,0.57211391,2.530586,1.27934956070341,0,0,0.32,0.272,24,8589.47283647476,0.5654811588544,0.5,0.345711387917245,0,1,1,1,0,1,1,1,1,0.2,0,0.2,75,0.666666667,1,0
"FR","FRA","France",2014,0.38,"1",50,0.880275603755891,0.547953910556565,0.869865253929667,0.5,0,1,0.425,0,3,1,0.191468212559285,0.283212658842618,0.55011,15.054145,1.22974354934036,0,0,0.38,0.44001,20,93551.0876400815,0.479634473872248,0.5,1.43807440872946,1,1,1,1,1,1,0.95,0.88,1,0.3,0,0.3333,122,0.666666667,1,0
"GB","GBR","United Kingdom",2014,0.21,"1",100,0.758823529411765,0,0.826923076923077,0,0,1,0.185,0,1,0,0,0,0.47,4.271088,1.35256151899845,0,0,0.28,0.3055625,20,102850.559900547,0.435336159269144,0.5,2.7485567471429,0,1,1,1,0,1,1,1,0,0,0.2,0.2,123,0.333333333,0,0
"GR","GRC","Greece",2014,0.26,"0",5,0.737888702767901,0.479318672008477,0.737888702767901,1,0,1,0.07,0,0,0,0.283704910792839,0.18975559824954,0.46,5.272871,1.21879533416814,0,0,0.15,0.1,23,6677.54959454146,0.378095236307258,0.5,0.892923709990042,0,1,1,1,1,1,1,0,1,0.25,0.15,0.2,55,0.333333333333333,0.5,0
"HU","HUN","Hungary",2014,0.19,"0",50,0.816200383417959,0.278958448750364,0.737888702767901,0.5,0,1,0.2925,0,3,0,0.00426454287642991,0.645789251227081,0.345,0,1,0,0.00775326317205284,0.16,0.16,27,42328.198651231,0.520695149727031,0.5,0.00091219825349828,0,1,1,1,0,0,1,1,0,0,0,0,73,0.666666666666667,0.5,0
"IE","IRL","Ireland",2014,0.125,"3",100,0.787075165170195,0.479318672008477,0.646263719038607,0.5,0,0,0.235,0,1,0,0.00110043034826895,0,0.52,0.756265,1.47909529309448,0,0,0.33,0.51,23,78844.2561518391,0.441269980293727,0.5,0.552062521977089,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,68,0,0,0
"IL","ISR","Israel",2014,0.265,"0",100,0.901030024355631,0.566067958099106,0.835370889649727,0.5,0,0,-0.01,0,0,0,0.272142541087297,0,0.5,6.0228,1.80581261277672,0,0,0.27,0.32,18,18611.874917961,0.645640833645588,0.5,0.314230965228147,0,0,1,0,0,0,0.5,0.5,0,0.3,0.25,0.25,53,0.333333333333333,0,0
"IS","ISL","Iceland",2014,0.2,"0",10,0.86,0.602353618717047,0.812269350072009,0,0,0,0.24,0,1,0,0.360638375489243,0.0897793294779095,0.4624,1.366742,1.31119274927109,0,1,0.2,0.2,25.5,7006.49705254991,0.424793109523839,0,0.00584861896001721,1,1,0,1,0,0,1,1,0,0.18,0.1,0.2,39,0.666666666666667,0,0
"IT","ITA","Italy",2014,0.3129275,"0",80,0.760252585046526,0.462657542127945,0.965116279069767,1,1,0,-0.02,0,1,0,0.496915862530252,0,0.478431,9.885683,1.16592048916528,0,0,0.2,0.2,22,35990.6737367146,0.371981295828974,0,0.768299660299591,0.5,1,1,0,1,1,0.95,0.95,1,0.2,0.2,0.225,95,0.666666666666667,1,0
"JP","JPN","Japan",2014,0.3462,"0.5",7.2,0.859028659709284,0.278958448750364,0.787075165170195,0.5,0,0,0.1,0,8,0,0.0197163394210856,0,0.510858,4.486476,1.08156295584319,1,0,0.204,0.20315,5,88240.3441644497,0.689149560117302,0.5,0.0101200626777129,0,1,1,0,1,0,0.95,0,0,0.2,0.2,0.2,59,0.666666666666667,0.5,0
"KR","KOR","Korea",2014,0.242,"0.5",10,0.921720532319392,0.547953910556565,0.737888702767901,1,0,1,0.165,0,6,0,0,0,0.43199462,4.583659,1.17032042536795,1,0,0,0.35398,10,26238.6011968703,0.625671748184548,0,0.00027033797828761,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,80,0.666666666666667,0.5,0
"LT","LTU","Lithuania",2014,0.15,"0",70,0.905263157894737,0.826923076923077,0.966194331983806,1,0,0,0.28,0,2,0,0,0,0.15,0.243957,1.06597852816577,0,0,0.15,0.15,21,101580,0.504836516956391,0.5,0.249355349610509,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,49,0.333333333333333,0.5,0
"LU","LUX","Luxembourg",2014,0.2922,"0",100,0.873417350634541,0.479318672008477,0.869865253929667,1,0,1,-0.01,0,2,1,0.00693376796359515,0,0.45,2.982644,1.37930186096313,1,0,0,0.2,15,25182.6246203907,1.03002663156975,0.5,0.0667676730189388,0,1,1,1,0,0,1,1,0,0.15,0,0,70,0,0.5,0
"LV","LVA","Latvia",2014,0.15,"0",100,0.905263157894737,0.614285714285714,0.869865253929667,0.5,0,0,0,0,0,0,0,0.256126416242857,0.24,0.113023,1.04186231521335,0,0,0.15,0.1,21,100402,0.490964368043442,0.5,0.495278435477721,0,0,1,0,0,0,1,1,1,0,0.05,0.05,56,0,0.5,0
"MX","MEX","Mexico",2014,0.3,"0",10,0.795219524916135,0.630382676079967,0.795219524916135,0.5,0,0,-0.01,0,0,0,0.288649229349477,0,0.35,29.08548,1.23755685038611,0,1,0.1,0.17142857,16,0,0.284432163934219,0.5,0.00728428752117391,0,0,1,0,0,0,0,0,0,0.1,0.4,0.4,50,0.5,0.5,0
"NL","NLD","Netherlands",2014,0.25,"1",9,0.813463195231154,0.338474732816403,0.869865253929667,1,0,1,0.1975,0,1,0,0.0225504736625367,0.00247615897027884,0.52,1.2394,1.27861525149859,0,0,0.3,0.22,21,1537.1932964077,0.510408294811067,0.5,0.445280420208871,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0,0,0
"NO","NOR","Norway",2014,0.27,"0",100,0.809090909090909,0.373913043478261,0.737888702767901,0,0,0,0.235,0,0,0,0,0,0.472,1.593848,1.29353579334581,0,0,0.27,0.27,25,5181.61744007035,0.543324621414541,0.5,0.024574817513485,1,0,1,0,0,0,0.97,0.97,1,0.25,0,0,88,0.5,1,0
"NZ","NZL","New Zealand",2014,0.28,"0",100,0.731914893617021,0,0.547953910556565,0.5,0,0,-0.015,0,0,0,0.205702808784415,0,0.33,1.272312,1.51657566333512,0,0,0,0.06944444,15,38134.0006652947,0.940350594434632,0.5,1.00251710990397,0,0,0,0,0,0,1,1,0,0,0.15,0.15,37,0.333333333333333,0.5,0
"PL","POL","Poland",2014,0.19,"0",2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,0,0,-0.005,0,0,0,0,0,0.38751185,2.261463,1.04749361676091,0,0,0.19,0.19,23,77747.204225308,0.427940492990834,0.5,0.254091957739578,0,1,1,0,1,1,1,0,1,0.19,0.2,0.2,85,0,0.5,0
"PT","PRT","Portugal",2014,0.315,"0",8.4,0.888411247396436,0.547953910556565,0.547953910556565,0.5,0,0,0.365,0,4,0,0.0292664430890323,0,0.61285,17.952075,1.2924877491264,0,0,0.28,0.28,23,14317.549643698,0.476837180700205,0.5,0.368275841588529,0,1,1,1,0,0,1,0,1,0.25,0.25,0.25,63,0.666666666666667,1,0
"SE","SWE","Sweden",2014,0.22,"0",100,0.86,0.479318672008477,0.86,0,0,0,-0.01,0,0,0,0,0.0407990370800295,0.5686,1.508153,1.19381191525703,0,-0.00086346195957941,0.3,0.3,25,0,0.545826491660416,0.5,0.0536359821510034,0,0,1,1,0,0,1,1,0,0.3,0,0,79,0.666666666666667,0.5,0
"SI","SVN","Slovenia",2014,0.17,"0",50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,0,0.17,0,1,0,0.00797490388242338,0,0.6105,5.307771,1.22095144329362,0,0,0,0.25,22,74142.1047824595,0.577079632290644,0,0.28030833610303,0,1,1,0,0,0,0.95,0.475,1,0.15,0.15,0.15,0,0,0.5,0
"SK","SVK","Slovak Republic",2014,0.22,"0",4,0.873879108036537,0.652728119257913,0.869865253929667,0.5,0,0,-0.01,0,3,0,0.0888156289368263,0,0.3505,3.766554,1.13151092379339,0,0,0.22,0,20,86990.532950811,0.432838657762112,0.5,0.276020347592775,0,0,0,1,0,0,1,0,1,0,0.19,0.19,66,0,0,0
"TR","TUR","Turkey",2014,0.2,"0",5,0.864149148541634,0.431068736527055,0.69441435606903,0.5,0,0,0.05,0,0,0,0,0,0.358,3.998254,1.16838072167691,0,0,0,0.175,18,0,0.413990480397435,0.5,0.0577849407948802,0,1,1,0,1,1,1,0.5,0,0.15,0.1,0.2,80,0.5,0.5,0
"US","USA","United States",2014,0.390755,"2",20,0.93846273303009,0.34958311169213,0.632751338890881,1,0,0,0.055,0,1,0,0,0,0.486,8.220619,1.25179536706257,0,0,0.2858,0.28583863,7.2,0,0.340304339743926,0.5,1.57727334999075,0,1,1,1,0,0,0,0,0,0.3,0.3,0.3,66,0.333333333333333,0.5,0
