"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","allowance_corporate_equity","patent_box","r_and_d_credit","digital_services_tax","corporate_alt_minimum","corporate_surtax","corporate_other_rev","top_income_rate","threshold_top_income_rate","tax_wedge","personal_surtax","personal_other_rev","capital_gains_rate","dividends_rate","vat_rate","vat_threshold","vat_base","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules","minimum_tax"
"FI","FIN","Finland",2016,0.2,"0",10,0.826923076923077,0.518965517241379,0.737888702767901,0,0,0,-0.005,0,0,0,0,0.58943686,1.803856,1.28215380591184,0,0,0.34,0.289,24,10752.688172043,0.54932439014208,0.5,0.410172164004842,0,1,0,0,0,1,1,1,1,0.2,0,0.2,75,0.5,1,0
"FR","FRA","France",2016,0.34433333,"1",50,0.880275603755891,0.547953910556565,0.869865253929667,0.5,0,1,0.425,0,3,1,0.537835,0.55062,14.830284,1.27221402759431,0,0,0.3444675,0.44001,20,100243.902439024,0.476904816857445,0.5,1.53658194989926,1,1,1,1,1,1,0.95,0.88,1,0.3,0,0.3333,122,0.666666666666667,1,0
"GB","GBR","United Kingdom",2016,0.2,"1",100,0.758823529411765,0,0.826923076923077,0,0,1,0.195,0,1,0,0,0.47,4.042911,1.37679220551763,0,0,0.28,0.381,20,118840.579710145,0.444842424850705,0.5,2.90590138423708,0,1,1,1,0,1,1,1,0,0,0.2,0.2,124,0.5,0,0
"GR","GRC","Greece",2016,0.29,"0",5,0.737888702767901,0.479318672008477,0.737888702767901,0.5,0,1,0.085,0,0,0,0.70937,0.55,11.59406,1.31293792908651,0,0,0.15,0.1,23,16393.4426229508,0.38141190237184,0.5,1.18819488105087,0,1,1,1,1,1,1,0,1,0.1,0.15,0.2,57,0.333333333333333,1,0
"HU","HUN","Hungary",2016,0.19,"0",2.5,0.816200383417959,0.278958448750364,0.737888702767901,0.5,0,1,0.285,0,3,0,0.004755,0.335,0,1,0,0.073007,0.15,0.15,27,44822.9493500672,0.559784143082692,0.5,0.00124780768397335,0,1,1,1,0,0,1,1,0,0,0,0,77,0.666666666666667,0.5,0
"IE","IRL","Ireland",2016,0.125,"1",100,0.787075165170195,0.479318672008477,0.646263719038607,0.5,0,1,0.26,0,1,0,0.002217,0.52,1.566533,1.4949963742723,0,0,0.33,0.51,23,88339.222614841,0.482817251622132,0.5,0.695466453404019,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,70,0,0,0
"IL","ISR","Israel",2016,0.25,"0",100,0.901030024355631,0.566067958099106,0.835370889649727,0.5,0,0,-0.01,0,0,0,0.645011,0.5,5.59539,1.7122417060285,0,0,0.27,0.32,17,25517.0103092784,0.637323469647497,0.5,0.334956429501285,0,0,1,0,0,0,1,1,0,0.3,0.25,0.25,53,0.333333333333333,0,0
"IS","ISL","Iceland",2016,0.2,"0",10,0.86,0.602353618717047,0.812269350072009,0.5,0,0,0.24,0,1,0,2.886775,0.46249998,1.261743,1.29119231546595,0,3.48367,0.2,0.2,24,7032.3488045007,0.435290657860444,0,0.00705735504341185,0,1,0,1,0,0,1,1,0,0.18,0.1,0.2,39,0.666666666666667,0,0
"IT","ITA","Italy",2016,0.3129275,"0",80,0.760252585046526,0.462657542127945,0.965116279069767,1,1,1,0.04,0,1,0,2.323288,0.488131,9.797844,1.21179400976651,0,0,0.26,0.26,22,40000,0.361474709909124,0,0.850775866307617,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,96,0.666666666666667,1,0
"JP","JPN","Japan",2016,0.2997,"0.5",5.4,0.859028659709284,0.278958448750364,0.787075165170195,0.5,0,0,0.06,0,1,1,0.067937,0.56121221,8.632352,1.07173199452563,1,0,0.204,0.2032,8,94939.7132820659,0.998277635370478,0.5,0.00755956039079261,0,1,1,0,1,0,0.95,0,0,0.2042,0.2042,0.2042,63,0.666666666666667,0.5,0
"KR","KOR","Korea",2016,0.242,"0.5",8,0.921720532319392,0.547953910556565,0.737888702767901,1,0,1,0.145,0,4,0,0,0.43239866,4.27601,1.3242849238861,1,0,0,0.35398,10,26928.4712482468,0.622668207673665,0,0.00030539343576057,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,85,0.5,0.5,0
"LT","LTU","Lithuania",2016,0.15,"0",70,0.905263157894737,0.826923076923077,0.966194331983806,1,0,0,0.28,0,2,0,0,0.24,0.256148,1.0780887452249,0,0,0.15,0.15,21,100671,0.515195780846831,0.5,0.26898818601233,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,54,0.333333333333333,0.5,0
"LU","LUX","Luxembourg",2016,0.2922,"0",100,0.873417350634541,0.479318672008477,0.869865253929667,1,0,1,-0.01,0,2,1,0.022995,0.455,2.902134,1.36672204021544,1,0,0,0.2,17,27777.7777777778,1.15434553238559,0.5,0.0652280258186781,0,1,1,1,0,0,1,1,0,0.15,0,0,74,0,0.5,0
"LV","LVA","Latvia",2016,0.15,"0",100,0.905263157894737,0.614285714285714,0.869865253929667,0.5,0,0,0.28,0,0,0,0,0.23,0.13215,1.04188229989831,0,0,0.15,0.1,21,98619.3293885602,0.536362469025909,0.5,0.542596831057513,0,0,1,0,0,0,1,1,1,0,0,0,58,0,0.5,0
"MX","MEX","Mexico",2016,0.3,"0",10,0.795219524916135,0.630382676079967,0.795219524916135,0.5,0,0,-0.01,0,0,0,0.130809,0.35,26.87409,1.2311406759727,0,2.086121,0.1,0.17142857,16,0,0.291399708081684,0.5,0.00799186319563472,0,0,1,0,0,0,0,0,0,0.1,0.4,0.4,55,0.666666666666667,0.5,0
"NL","NLD","Netherlands",2016,0.25,"1",9,0.813463195231154,0.338474732816403,0.869865253929667,1,0,1,0.195,0,1,0,0.004863,0.526512,1.393037,1.32000309249138,0,0,0.3,0.25,21,1620.48192771084,0.461391967320122,0.5,0.653944448280645,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0,0,0
"NO","NOR","Norway",2016,0.25,"0",100,0.809090909090909,0.373913043478261,0.737888702767901,0,0,0,0.2325,0,0,0,0,0.469,1.616283,1.29778346759071,0,0,0.288,0.2875,25,5102.04081632653,0.533087417340904,0.5,0.0243259481868283,1,0,1,0,0,0,0.97,0.97,1,0.25,0,0,87,0.5,1,0
"NZ","NZL","New Zealand",2016,0.28,"0",100,0.731914893617021,0,0.547953910556565,0.5,0,0,-0.02,0,0,0,1.155881,0.33,1.203228,1.47622772725371,0,0,0,0.06944444,15,40816.3265306122,0.962844990880115,0.5,1.04429016917941,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,39,0.333333333333333,0.5,0
"PL","POL","Poland",2016,0.19,"0",2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,0,0,-0.005,0,0,0,0,0.38751185,2.110023,1.0426806657941,0,0,0.19,0.19,23,83333.3333333333,0.43561605007097,0.5,0.280938523987081,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,85,0.5,1,0
"PT","PRT","Portugal",2016,0.295,"0",8.4,0.888411247396436,0.547953910556565,0.547953910556565,0.5,0,0,0.35,0,3,0,0.140216,0.61285,15.980727,1.25733407121881,0,0,0.28,0.28,23,16949.1525423729,0.488493385766762,0.5,0.494995287550526,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,64,0.666666666666667,1,0
"SE","SWE","Sweden",2016,0.22,"0",100,0.86,0.479318672008477,0.86,0,0,0,0.05,0,0,0,0,0.601,1.503143,1.20270650277373,0,-0.010784,0.3,0.3,25,0,0.547691438052985,0.5,0.0558173783430452,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.666666666666667,0.5,0
"SI","SVN","Slovenia",2016,0.17,"0",50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,0,0.17,0,1,0,0.005702,0.6105,5.194874,1.2147355215129,0,0,0,0.25,22,83333.3333333333,0.593100807091788,0,0.298405131001351,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,0,0,0.5,0
"SK","SVK","Slovak Republic",2016,0.22,"0",4,0.873879108036537,0.547953910556565,0.869865253929667,0.5,0,0,0.095,0,3,0,0.228652,0.3505,3.576551,1.12486423872124,0,0,0,0,20,99580,0.49281655088285,0.5,0.290647797107071,0,0,0,1,0,0,1,0,1,0,0.19,0.19,66,0,1,0
"TR","TUR","Turkey",2016,0.2,"0",5,0.864149148541634,0.431068736527055,0.69441435606903,0.5,1,1,0.055,0,0,0,0,0.358,3.460417,1.15099982891797,0,0,0,0.175,18,0,0.409253498537585,0.5,0.0520320207112868,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,81,0.666666666666667,0.5,0
"US","USA","United States",2016,0.38923934,"2",20,0.93846273303009,0.34958311169213,0.632751338890881,1,0,0,0.055,0,1,0,0,0.486,8.088075,1.25434910763449,0,0,0.2852,0.2851581,7.3,0,0.356626268476982,0.5,1.56355814270321,0,1,1,1,0,0,0,0,0,0.3,0.3,0.3,66,0.333333333333333,0.5,0
