"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","patent_box","r_and_d_credit","corporate_time","profit_payments","other_payments","top_income_rate","threshold_top_income_rate","tax_wedge","labor_payments","labor_time","capital_gains_rate","index_capital_gains","dividends_rate","vat_rate","vat_threshold","vat_base","consumption_time","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules"
"JP","JPN","Japan",2019,0.2974,0,5,0.769602272727273,0.278958448750364,0.787075165170195,0.5,0,1,38,3,13,0.56077165,8.523732,1.13468336003855,14,70.5,0.204,NA,0.2032,8,100407.568377102,0.7125070110352,21,1,1.13103595851161,0,1,1,1,1,0,0.95,0,0,0.2,0.2,0.2,69,0.666666666666667,0.5
"KR","KOR","Korea",2019,0.275,0.5,6,0.921720532319392,0.547953910556565,0.737888702767901,1,1,1,83,2,8,0.47428129,11.411545,1.24277078776333,2,80,0,NA,0.4028,10,34205.4862364084,0.696451079081173,25,1,0.449409802110167,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,93,0.666666666666667,1
"LT","LTU","Lithuania",2019,0.15,0,70,0.918446601941748,0.838302752293578,0.980369718309859,1,1,1,18,1,8,0.24,0.410051,1.11016943750264,1,34,0.2,NA,0.15,21,97563.0907987165,0.506629640715944,47,0.5,0.324300491749063,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,54,0.333333333333333,1
"LU","LUX","Luxembourg",2019,0.2494,0,17,0.864209076145449,0.479318672008477,0.869865253929667,1,1,0,19,5,6,0.4718,3.601462,1.3796009484275,12,14,0,NA,0.21,17,33690.3764562665,0.920716527656256,22,1,0.0619695172983627,0,1,1,1,0,0,1,1,0,0.15,0,0,82,0.333333333333333,1
"LV","LVA","Latvia",2019,0.2,100,100,1,1,1,1,0,0,22.5,1,5,0.38946,5.201247,1.11235837219153,1,80,0.2,NA,0,21,79773.9207087115,0.55204813174365,66,0.5,0.58474524753345,0,0,1,0,0,0,1,1,1,0,0,0,61,0.333333333333333,1
"MX","MEX","Mexico",2019,0.3,0,10,0.737888702767901,0.547953910556565,0.737888702767901,1,0,1,102,1,3,0.35,28.657892,1.22541089373791,2,38.5,0.1,NA,0.17142857,16,0,0.334129712488695,100,0.5,0.144168975482718,0,1,1,0,0,0,0,0,1,0.1,0.35,0.35,59,1,0.5
"NL","NLD","Netherlands",2019,0.25,1,9,0.965116279069767,0.338474732816403,0.737888702767901,1,1,1,21,1,7,0.52266995,1.396044,1.33931976589556,1,64,0.3,NA,0.25,21,1650.19336094698,0.514299988155268,34,0.5,0.666350571382383,0,1,1,0,0,0,1,1,0,0.15,0,0,97,0.333333333333333,1
"NO","NOR","Norway",2019,0.22,0,100,0.781818181818182,0.373913043478261,0.737888702767901,0,0,1,24,1,3,0.466,1.612888,1.24997540546145,1,15,0.3168,NA,0.3168,25,4916.69351181324,0.565921326183334,40,1,0.276973946213346,1,0,1,1,0,0,0.97,1,1,0.25,0,0,87,0.666666666666667,1
"NZ","NZL","New Zealand",2019,0.28,0,100,0.746588594704684,0.310056925996205,0.737888702767901,0.5,0,1,34,1,4,0.33,1.159718,1.45683627094634,2,59,0,NA,0.06944444,15,40813.1614282974,0.95224411225627,47,0,1.55609549321494,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.333333333333333,0.5
"PL","POL","Poland",2019,0.19,0,2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,1,1,59,1,4,0.39908085,1.857583,1.03387517587815,2,103,0.19,NA,0.19,23,111214.726164321,0.441385620326629,172,1,1.10822639953743,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,85,0.666666666666667,1
"PT","PRT","Portugal",2019,0.315,0,3.5,0.888411247396436,0.547953910556565,0.737888702767901,0.5,1,1,63,1,6,0.5817,15.313676,1.27366379444072,1,90,0.28,NA,0.28,23,16886.4437318365,0.492153165545173,90,0.5,0.605661002403662,0,1,1,1,0,1,1,1,1,0.25,0.25,0.25,77,0.666666666666667,1
"SE","SWE","Sweden",2019,0.214,1.5,100,0.86,0.479318672008477,0.86,0,0,0,50,1,4,0.6012,1.489688,1.23696029584554,1,36,0.3,NA,0.3,25,3296.89096588135,0.597513703470289,36,0.5,0.480850798908148,0,0,1,0,0,0,1,1,0,0.3,0,0,81,0.666666666666667,1
"SI","SVN","Slovenia",2019,0.19,0,50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,0,74,1,8,0.6105,4.842731,1.26779478290572,1,90,0,NA,0.25,22,83256.737135169,0.583747031500922,69,1,0.344102633301383,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,59,0.333333333333333,0.5
"SK","SVK","Slovak Republic",2019,0.21,0,4,0.873879108036537,0.652728119257913,0.869865253929667,0.5,1,1,46,1,6,0.3505,3.35728,1.10519624887834,1,62,0,NA,0.07,20,100763.364958068,0.495470639649474,84,0.5,0.27547019811219,0,0,0,1,0,0,1,1,1,0.35,0.19,0.19,70,0.666666666666667,1
"TR","TUR","Turkey",2019,0.22,0,5,0.876323174170354,0.479318672008477,0.632327782275491,0.5,1,1,24,1,8,0.455,3.008828,1.18922800976239,1,71,0,NA,0.175,18,0,0.400067337416955,75,0.5,0.203411292297348,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,85,1,0.5
"US","USA","United States",2019,0.25886141,0,80,1,0.34958311169213,0.632751338890881,1,0,1,87,2.4,4.6,0.46,9.317343,1.24630480803526,3.6,55,0.238,NA,0.29275433,7.4,0,0.4,33,0.5,2.03537407185037,0,1,1,1,0,1,1,0,0,0.3,0.3,0.3,65,0.333333333333333,1
