"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","patent_box","r_and_d_credit","corporate_time","profit_payments","other_payments","top_income_rate","threshold_top_income_rate","tax_wedge","labor_payments","labor_time","capital_gains_rate","index_capital_gains","dividends_rate","vat_rate","vat_threshold","vat_base","consumption_time","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules"
"DE","DEU","Germany",2017,0.29889263,1,60,0.737888702767901,0.391406012913837,0.869865253929667,1,0,0,41,2,6,0.47475,5.481573,1.10177847768563,1,134,0.26375,"0",0.26375,19,22151.8987341772,0.556567367932321,43,1,0.273335436716142,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,95,0.333333333333333,1
"GR","GRC","Greece",2017,0.29,0,5,0.737888702767901,0.479318672008477,0.737888702767901,1,0,1,78,1,6,0.55,11.232552,1.25204095673012,1,46,0.25,"0",0.15,24,16393.4426229508,0.436878506277984,69,1,1.28692684312807,0,1,1,0,1,0,1,0,1,0.15,0.15,0.2,57,0.333333333333333,1
"HU","HUN","Hungary",2017,0.09,0,2.5,0.816200383417959,0.278958448750364,0.869865253929667,0.5,1,1,35,2,7,0.335,0,1,2,146,0.15,"0",0.15,27,44822.9493500672,0.567176393235143,96,1,0.392596721209755,0,1,1,1,0,1,1,1,0,0,0,0,80,0.666666666666667,0.5
"IS","ISL","Iceland",2017,0.2,0,10,0.86,0.477777777777778,0.812269350072009,0.5,0,1,40,1,7,0.44399998,1.261743,1.28714798664075,13,60,0.2,"0",0.2,24,7032.3488045007,0.546822043581059,40,1,1.18468413031716,0,1,0,1,0,0,1,1,0,0.18,0.1,0.2,41,0.666666666666667,1
"IE","IRL","Ireland",2017,0.125,1,100,0.787075165170195,0.479318672008477,0.547953910556565,0,1,1,12,1,7,0.52,1.566288,1.47831286890406,1,40,0.33,"0",0.51,23,88339.222614841,0.498533689864113,30,0.5,0.655344724286077,0,1,1,0,0,0,0,1,1,0.2,0.2,0.2,72,0,0
"IL","ISR","Israel",2017,0.24,0,100,0.869865253929667,0.547953910556565,0.787075165170195,0.5,1,0,110,2,14,0.5,5.59539,1.71909144696196,12,60,0.27,"1",0.27,17,25517.0103092784,0.632540965239364,69,1,1.58298924919752,0,0,1,0,0,0,0,0,1,0.3,0.24,0.24,54,0.666666666666667,0
"IT","ITA","Italy",2017,0.278064,0,80,0.760252585046526,0.462657542127945,0.965116279069767,1,1,1,39,2,11,0.488131,9.797844,1.21202533087431,1,169,0.26,"0",0.26,22,40000,0.378756793044304,32,1,0.898556474917788,1,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,97,0.666666666666667,1
"JP","JPN","Japan",2017,0.2997,0,4.95,0.769602272727273,0.278958448750364,0.787075165170195,1,0,1,38,3,13,0.56121221,8.632352,1.13836205021925,14,70.5,0.204,"0",0.2032,8,94939.7132820659,0.7125070110352,21,1,1.16426031446005,0,1,1,0,1,0,0.95,0,0,0.2042,0.2042,0.2042,63,0.666666666666667,0.5
"KR","KOR","Korea",2017,0.242,0.5,8,0.921720532319392,0.547953910556565,0.737888702767901,1,1,1,83,2,8,0.43239866,3.966328,1.26094950387518,2,80,0,"1",0.3784,10,26928.4712482468,0.696451079081173,25,1,0.434005612470516,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,91,0.666666666666667,0.5
"LV","LVA","Latvia",2017,0.15,0,75,0.905263157894737,0.614285714285714,0.869865253929667,0.5,0,1,22.5,1,5,0.1901,0.099112,1.03674563462436,1,80,0.15,"0",0.1,21,98619.3293885602,0.55204813174365,66,0.5,0.519241268918956,0,0,1,0,0,0,1,1,1,0,0,0,59,0,0.5
"LT","LTU","Lithuania",2017,0.15,0,70,0.918446601941748,0.838302752293578,0.980369718309859,1,0,1,28,1,8,0.24,0.256148,1.0708081936756,2,85,0.15,NA,0.15,21,100223,0.506629640715944,58,0.5,0.276399447393377,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,53,0.333333333333333,0.5
"LU","LUX","Luxembourg",2017,0.2708,0,17,0.870869546099498,0.479318672008477,0.869865253929667,1,0,1,19,5,6,0.455,2.902134,1.34225274673982,12,14,0,"1",0.21,17,27777.7777777778,0.920716527656256,22,1,0.0624951353014849,0,1,1,1,0,0,1,1,0,0.15,0,0,79,0,0.5
"MX","MEX","Mexico",2017,0.3,0,10,0.737888702767901,0.547953910556565,0.737888702767901,1,0,1,102,1,3,0.35,26.87409,1.23753323086121,2,38.5,0.1,"1",0.17142857,16,0,0.334129712488695,100,0.5,0.150324363331223,0,1,1,0,0,0,0,0,1,0.1,0.4,0.4,55,1,0.5
"NL","NLD","Netherlands",2017,0.25,1,9,0.965116279069767,0.338474732816403,0.737888702767901,1,1,1,21,1,7,0.526512,1.393037,1.33041468232977,1,64,0.3,"1",0.25,21,1620.48192771084,0.514299988155268,34,0.5,0.647182877292794,0,1,1,0,0,0,1,1,0,0.15,0,0,96,0,0
"NZ","NZL","New Zealand",2017,0.28,0,100,0.731914893617021,0.307142857142857,0.737888702767901,0.5,0,1,34,1,4,0.33,1.214258,1.48882085086912,2,59,0,"1",0.06944444,15,40816.3265306122,0.95224411225627,59,0,1.6370654247496,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.333333333333333,0.5
"NO","NOR","Norway",2017,0.24,0,100,0.781818181818182,0.373913043478261,0.737888702767901,0,0,1,24,1,2,0.469,1.6061,1.29670741672978,1,15,0.298,"0",0.2976,25,5102.04081632653,0.565921326183334,44,1,0.258610639938548,1,0,1,1,0,0,0.97,1,1,0.25,0,0,87,0.666666666666667,1
"PL","POL","Poland",2017,0.19,0,2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,0,1,70,1,4,0.38751185,2.110023,1.03865683981747,2,103,0.19,"0",0.19,23,83333.3333333333,0.441385620326629,96,1,1.17202013935306,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,84,0.666666666666667,1
"PT","PRT","Portugal",2017,0.295,0,3.5,0.888411247396436,0.547953910556565,0.737888702767901,0.5,1,1,63,1,6,0.61285,15.855541,1.27074907026445,1,90,0.28,"1",0.28,23,16949.1525423729,0.492153165545173,90,0.5,0.556028091898628,0,1,1,1,0,1,1,1,1,0.25,0.25,0.25,68,0.666666666666667,1
"SK","SVK","Slovak Republic",2017,0.21,0,4,0.873879108036537,0.652728119257913,0.869865253929667,0.5,0,1,46,1,6,0.3505,3.68508,1.11560051461157,1,62,0,"0",0.07,20,99580,0.495470639649474,84,0.5,0.270296931809834,0,0,0,1,0,0,1,0,1,0.35,0.19,0.19,67,0,1
"SI","SVN","Slovenia",2017,0.19,0,50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,0,74,1,8,0.6105,5.194874,1.19671666841248,1,90,0,"1",0.25,22,83333.3333333333,0.583747031500922,69,1,0.307901940701031,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5
"ES","ESP","Spain",2017,0.25,0,70,0.778563038959402,0.391406012913837,0.737888702767901,0.5,1,1,33,1,6,0.45,2.449093,1.12658341600752,1,84,0.23,"0",0.23,21,0,0.430877668728623,35,1,0.687324070182599,1,1,1,0,1,0,1,1,1,0.19,0.19,0.19,92,0.333333333333333,1
"SE","SWE","Sweden",2017,0.22,1.5,100,0.86,0.479318672008477,0.86,0,0,0,50,1,4,0.601,1.503143,1.24350576078361,1,36,0.3,"0",0.3,25,0,0.597513703470289,36,0.5,0.516072849865961,0,0,1,0,0,0,1,1,0,0.3,0,0,81,0.666666666666667,0.5
"CH","CHE","Switzerland",2017,0.21148581,0,7,0.86,0.554838709677419,0.905263157894737,1,0,0,15,2,10,0.41729972,3.371824,1.36170721338098,7,40,0,"1",0.21135,8,78125,0.682580340126438,8,1,0.0961284141622289,1,1,1,1,1,1,1,1,0,0.35,0.35,0,92,0,0.5
"TR","TUR","Turkey",2017,0.2,0,5,0.876323174170354,0.479318672008477,0.632327782275491,0.5,1,1,45.5,1,8,0.358,3.460417,1.21117881249185,1,80,0,"1",0.175,18,0,0.400067337416955,91,0.5,0.229869211511665,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,83,1,0.5
"GB","GBR","United Kingdom",2017,0.19,1,100,0.758823529411765,0,0.826923076923077,0,1,1,32,1,6,0.47,4.042911,1.38504927016457,1,48,0.2,"0",0.381,20,118840.579710145,0.438381144265963,25,0.5,2.52350034088564,0,1,1,1,0,1,1,1,0,0,0.2,0.2,126,0.666666666666667,1
"US","USA","United States",2017,0.38906474,2,20,0.93846273303009,0.34958311169213,0.632751338890881,1,0,1,87,2.4,4.6,0.486,8.088075,1.25390642247726,3.6,55,0.251,"0",0.28506064,7.4,0,0.397,33,0.5,2.00338480541494,0,1,1,1,0,1,0,0,0,0.3,0.3,0.3,65,0.333333333333333,0.5
