ISO_2,ISO_3,country,year,corporate_rate,r_and_d_credit,top_income_rate,threshold_top_income_rate,tax_wedge,dividends_rate,corporate_other_rev,personal_other_rev
CR,CRI,Costa Rica,2016,0.3,-0.02,0.23107123,2.159425,1.054940147,0.15,2.657,28.742
CR,CRI,Costa Rica,2017,0.3,-0.02,0.23107123,2.026157,1.05137519,0.15,2.905,28.692
CR,CRI,Costa Rica,2018,0.3,-0.02,0.23607123,1.973903,1.11118384,0.15,3.453,29.336
CR,CRI,Costa Rica,2019,0.3,-0.02,0.24107123,1.976605,1.109804423,0.15,3.442,28.879
CR,CRI,Costa Rica,2020,0.3,-0.02,0.26401644,6.665202,1.10775546,0.15,3.601,29.863
CR,CRI,Costa Rica,2021,0.3,-0.02,0.33445205,6.81783,1.10947726,0.15,2.889,29.864
CR,CRI,Costa Rica,2022,0.3,-0.02,0.33445205,6.472083,1.103306892,0.15,4.889,31.373
CR,CRI,Costa Rica,2023,0.3,-0.02,0.33445206,6.153075,1.097721361,0.15,4.883,28.954
CZ,CZE,Czech Republic,2014,0.19,0.175,0.311,0.409393,1.138235968,0.15,0,0
CZ,CZE,Czech Republic,2015,0.19,0.18,0.311,0.397857,1.133819821,0.15,0,0
CZ,CZE,Czech Republic,2016,0.19,0.18,0.311,0.385444,1.129105353,0.15,0,0
CZ,CZE,Czech Republic,2017,0.19,0.18,0.311,0.369224,1.123004164,0.15,0,0
CZ,CZE,Czech Republic,2018,0.19,0.18,0.311,0.3458,1.114308877,0.15,0,0
CZ,CZE,Czech Republic,2019,0.19,0.18,0.311,0.322715,1.105869239,0.15,0,0
CZ,CZE,Czech Republic,2020,0.19,0.18,0.3107,0.301445,1.098427771,0.15,0,0
CZ,CZE,Czech Republic,2021,0.19,0.18,0.3107,0.292223,1.095130417,0.23,0,0
CZ,CZE,Czech Republic,2022,0.19,0.18,0.275,3.850682,1.112656054,0.23,0,0
CZ,CZE,Czech Republic,2023,0.19,0.18,0.26,3.598201,1.117076403,0.23,0,0
DE,DEU,Germany,2014,0.2970721,-0.02,0.47475,5.77971,1.103639675,0.26375,0,0
DE,DEU,Germany,2015,0.29780475,-0.02,0.47475,5.655649,1.104428281,0.26375,0,0
DE,DEU,Germany,2016,0.29818844,-0.02,0.47475,5.529533,1.103719516,0.26375,0,0
DE,DEU,Germany,2017,0.29889263,-0.02,0.47475,5.504366,1.101760592,0.26375,0,0
DE,DEU,Germany,2018,0.29897059,-0.02,0.47475,5.464008,1.099539935,0.26375,0,0
DE,DEU,Germany,2019,0.29937781,-0.02,0.47475,5.390284,1.100570555,0.26375,0,0
DE,DEU,Germany,2020,0.29830331,-0.02,0.47475,5.348707,1.100455565,0.26375,0,0
DE,DEU,Germany,2021,0.29941208,0.185,0.47475,5.547725,1.097819953,0.26375,0,0
DE,DEU,Germany,2022,0.29941208,0.185,0.47475,5.450097,1.105523492,0.26375,0,0
DE,DEU,Germany,2023,0.29941208,0.185,0.47475,5.228201,1.10905831,0.26375,0,0
DK,DNK,Denmark,2014,0.245,-0.01,0.55564,1.16303,1.275853248,0.42,5.072,0
DK,DNK,Denmark,2015,0.235,-0.01,0.55564,1.227747,1.290066431,0.42,2.274,0
DK,DNK,Denmark,2016,0.22,-0.01,0.55794,1.236698,1.28937323,0.42,5.544,0
DK,DNK,Denmark,2017,0.22,-0.01,0.55794,1.249225,1.292107453,0.42,2.468,0
DK,DNK,Denmark,2018,0.22,-0.01,0.55794,1.265165,1.296582664,0.42,3.574,0
DK,DNK,Denmark,2019,0.22,-0.005,0.558584,15.23787,1.308615829,0.42,3.256,0
DK,DNK,Denmark,2020,0.22,-0.005,0.55886,15.161155,1.306783566,0.42,1.368,0
DK,DNK,Denmark,2021,0.22,0.065,0.558952,10.15278,1.312936407,0.42,5.878,0
DK,DNK,Denmark,2022,0.22,0.065,0.558952,10.10403,1.309916856,0.42,4.429,0
DK,DNK,Denmark,2023,0.22,0.065,0.559044,9.750216,1.347334214,0.42,5.403,0
EE,EST,Estonia,2014,0.21,0,0.2258,0.15036,1.055437074,0,0,0
EE,EST,Estonia,2015,0.2,0,0.2258,0.142973,1.052570529,0,0,0
EE,EST,Estonia,2016,0.2,0,0.2128,0.144043,1.051993742,0,0,0
EE,EST,Estonia,2017,0.2,0,0.5628,0.409786,1.053426648,0,0,0
EE,EST,Estonia,2018,0.2,0,0.2128,0.146481,1.052926477,0,0,0
EE,EST,Estonia,2019,0.2,0,0.32391111,0.915233,1.212813021,0,0,0
EE,EST,Estonia,2020,0.2,0,0.32391111,0.856313,1.19642243,0,0,0
EE,EST,Estonia,2021,0.2,0,0.32391111,0.83611,1.190897891,0,0,0
EE,EST,Estonia,2022,0.2,0,0.32391111,0.778864,1.175534265,0,0,0
EE,EST,Estonia,2023,0.2,0,0.32391111,0.72017,1.110132769,0,0,0
ES,ESP,Spain,2014,0.3,0.31,0.52,11.728847,1.120067283,0.27,0,0
ES,ESP,Spain,2015,0.28,0.31,0.52,11.66034,1.114170591,0.235,0,0
ES,ESP,Spain,2016,0.25,0.305,0.45,2.445619,1.126502052,0.23,0,0
ES,ESP,Spain,2017,0.25,0.295,0.45,2.449093,1.126583416,0.23,0,0
ES,ESP,Spain,2018,0.25,0.295,0.435,2.442919,1.21946414,0.23,0,0
ES,ESP,Spain,2019,0.25,0.295,0.435,2.409777,1.215777577,0.23,0,0
ES,ESP,Spain,2020,0.25,0.295,0.60667,0.621133,1.21504384,0.23,0,0
ES,ESP,Spain,2021,0.25,0.295,0.60667,0.651279,1.392160423,0.26,0,0
ES,ESP,Spain,2022,0.25,0.295,0.60667,0.614848,1.212414821,0.26,0,0
ES,ESP,Spain,2023,0.25,0.295,0.59496375,0.597743,1.224538881,0.28,0,0
FI,FIN,Finland,2014,0.2,0.25,0.56617293,2.535029,1.267256345,0.272,0,0
FI,FIN,Finland,2015,0.2,0.2,0.57211391,2.530586,1.267638351,0.2805,0,0
FI,FIN,Finland,2016,0.2,-0.005,0.57467517,2.255193,1.269954839,0.289,0,0
FI,FIN,Finland,2017,0.2,-0.005,0.58943686,1.803856,1.273540719,0.289,0,0
FI,FIN,Finland,2018,0.2,-0.005,0.58349397,1.844204,1.291293983,0.289,0,0
FI,FIN,Finland,2019,0.2,-0.005,0.58435142,1.842791,1.296453774,0.289,0,0
FI,FIN,Finland,2020,0.2,-0.005,0.58528973,1.847268,1.303981171,0.289,0,0
FI,FIN,Finland,2021,0.2,0,0.5927723,1.822827,1.311534194,0.289,0,0
FI,FIN,Finland,2022,0.2,0,0.59533255,1.822304,1.296452882,0.289,0,0
FI,FIN,Finland,2023,0.2,0.005,0.50396343,1.77625,1.305906695,0.289,0,0
FR,FRA,France,2014,0.38,0.425,0.549345,15.274647,1.205411117,0.44001,1.105,0
FR,FRA,France,2015,0.38,0.425,0.55011,15.054145,1.205567503,0.44001,1.106,0
FR,FRA,France,2016,0.34433333,0.425,0.550365,14.77634,1.234666068,0.44001,1.094,0
FR,FRA,France,2017,0.44433333,0.405,0.55062,14.830284,1.231805639,0.44001,1.14,0
FR,FRA,France,2018,0.34433333,0.405,0.550875,14.779185,1.236756462,0.34,1.045,0
FR,FRA,France,2019,0.34433333,0.405,0.55572,14.63573,1.236499696,0.34,1.048,0
FR,FRA,France,2020,0.32023,0.405,0.55572,15.01387,1.264650564,0.34,1.084,0
FR,FRA,France,2021,0.284075,0.37,0.55572,15.605333,1.267609038,0.34,1.117,0
FR,FRA,France,2022,0.25825,0.3525,0.55572,14.910191,1.253455547,0.34,1.191,0
FR,FRA,France,2023,0.25825,0.3425,0.54644,14.152193,1.249885522,0.34,0.957,0
GB,GBR,United Kingdom,2014,0.21,0.185,0.73,0.26906,1.369563328,0.3055625,0,0
GB,GBR,United Kingdom,2015,0.2,0.185,0.73,0.284761,1.387568163,0.3055625,0,0
GB,GBR,United Kingdom,2016,0.2,0.195,0.73,0.294636,1.391663946,0.381,0,0
GB,GBR,United Kingdom,2017,0.19,0.195,0.73,0.296496,1.38504927,0.381,0,0
GB,GBR,United Kingdom,2018,0.19,0.185,0.73,0.298546,1.38301936,0.381,0,0
GB,GBR,United Kingdom,2019,0.19,0.19,0.73,0.299066,1.384113675,0.381,0,0
GB,GBR,United Kingdom,2020,0.19,0.19,0.73,0.304969,1.393468495,0.381,0,0
GB,GBR,United Kingdom,2021,0.19,0.195,0.73,0.312674,1.419460015,0.381,0,0
GB,GBR,United Kingdom,2022,0.19,0.195,0.62,2.387899,1.395588771,0.3935,0,0
GB,GBR,United Kingdom,2023,0.25,0.195,0.6274,2.257336,1.385370366,0.3935,0,0
GR,GRC,Greece,2014,0.26,0.07,0.46,5.346351,1.188777411,0.1,1.208,0
GR,GRC,Greece,2015,0.29,0.07,0.46,5.272871,1.195596932,0.1,1.803,0
GR,GRC,Greece,2016,0.29,0.085,0.5,24.98473,1.31250879,0.1,1.94,0
GR,GRC,Greece,2017,0.29,0.085,0.54325,3.876406,1.263056399,0.15,0.978,0
GR,GRC,Greece,2018,0.29,0.09,0.54325,4.120509,1.263227085,0.15,1.242,0
GR,GRC,Greece,2019,0.24,0.09,0.55,4.118243,1.262280633,0.1,1.242,0
GR,GRC,Greece,2020,0.24,0.07,0.55,4.463825,1.258321592,0.05,1.28,0
GR,GRC,Greece,2021,0.22,0.255,0.44,12.430177,1.308452415,0.05,0.787,0
GR,GRC,Greece,2022,0.22,0.23,0.44,4.639549,1.278941176,0.05,1.035,0
GR,GRC,Greece,2023,0.22,0.23,0.44,4.570085,1.27511421,0.05,1.035,0
HU,HUN,Hungary,2014,0.19,0.2925,0.345,0,1,0.16,0.014,0.263
HU,HUN,Hungary,2015,0.19,0.285,0.345,0,1,0.16,0,0.22
HU,HUN,Hungary,2016,0.19,0.285,0.345,0,1,0.15,0.012,0.19
HU,HUN,Hungary,2017,0.09,0.285,0.335,0,1,0.15,0.068,0.186
HU,HUN,Hungary,2018,0.09,0.21,0.335,0,1,0.15,0.052,0.183
HU,HUN,Hungary,2019,0.09,0.1975,0.335,0,1,0.15,0.056,0.176
HU,HUN,Hungary,2020,0.09,0.19,0.335,0,1,0.15,0.047,0.168
HU,HUN,Hungary,2021,0.09,0.18,0.335,0,1,0.15,0.047,0.162
HU,HUN,Hungary,2022,0.09,0.1775,0.335,0,1,0.15,0,0.168
HU,HUN,Hungary,2023,0.09,0.1525,0.335,0,1,0.15,0.14,0.168
IE,IRL,Ireland,2014,0.125,0.235,0.52,0.761985,1.466455455,0.51,0.009,0
IE,IRL,Ireland,2015,0.125,0.245,0.52,0.756265,1.461344036,0.51,0.009,0
IE,IRL,Ireland,2016,0.125,0.26,0.52,1.601654,1.478714953,0.51,0.008,0
IE,IRL,Ireland,2017,0.125,0.26,0.52,1.566533,1.478421819,0.51,0.007,0
IE,IRL,Ireland,2018,0.125,0.26,0.52,1.539297,1.475580097,0.51,0.007,0
IE,IRL,Ireland,2019,0.125,0.26,0.52,1.483161,1.460982301,0.51,0.007,0
IE,IRL,Ireland,2020,0.125,0.26,0.52,1.428652,1.44374548,0.51,0,0
IE,IRL,Ireland,2021,0.125,0.245,0.52,1.379619,1.422065157,0.51,0,0
IE,IRL,Ireland,2022,0.125,0.245,0.52,1.343522,1.406858857,0.51,0,0
IE,IRL,Ireland,2023,0.125,0.245,0.52,1.281724,1.420276049,0.51,0,0
IL,ISR,Israel,2014,0.265,-0.01,0.5,6.307592,1.826696667,0.32,3.39,0
IL,ISR,Israel,2015,0.265,-0.01,0.5,6.0228,1.769650909,0.32,2.304,0
IL,ISR,Israel,2016,0.25,-0.01,0.5,5.80213,1.725439384,0.32,2.105,0
IL,ISR,Israel,2017,0.24,-0.01,0.5,5.59539,1.719091447,0.27,2.296,0
IL,ISR,Israel,2018,0.23,-0.01,0.5,4.3262,1.732834057,0.33,1.858,0
IL,ISR,Israel,2019,0.23,-0.01,0.5,4.31824,1.740304461,0.33,4.725,0
IL,ISR,Israel,2020,0.23,-0.01,0.5,4.166414,1.698751991,0.33,1.72,0
IL,ISR,Israel,2021,0.23,-0.01,0.5,4.042891,1.671948077,0.33,1.782,0
IL,ISR,Israel,2022,0.23,-0.01,0.5,3.849503,1.672158559,0.33,2.042,0
IL,ISR,Israel,2023,0.23,-0.01,0.5,3.752075,1.662546254,0.33,2.605,0
IS,ISL,Iceland,2014,0.2,0.24,0.4622,1.387967,1.277829918,0.2,3.06,10.357
IS,ISL,Iceland,2015,0.2,0.24,0.4624,1.366742,1.273308593,0.2,3.214,10.338
IS,ISL,Iceland,2016,0.2,0.24,0.4624,1.363465,1.259499602,0.2,7.859,9.484
IS,ISL,Iceland,2017,0.2,0.24,0.46249998,1.261743,1.287147987,0.2,7.751,9.816
IS,ISL,Iceland,2018,0.2,0.24,0.4624,1.229826,1.29300826,0.22,3.09,6.758
IS,ISL,Iceland,2019,0.2,0.24,0.4624,1.282301,1.296661695,0.22,4.067,9.139
IS,ISL,Iceland,2020,0.2,0.24,0.4624,1.28079,1.300089588,0.22,4.049,9.474
IS,ISL,Iceland,2021,0.2,0.36,0.4624,1.240912,1.304191155,0.22,4.096,9.174
IS,ISL,Iceland,2022,0.2,0.36,0.4625,1.18255,1.31239608,0.22,3.051,8.328
IS,ISL,Iceland,2023,0.2,0.36,0.4625,1.117564,1.311355526,0.22,3.356,8.547
IT,ITA,Italy,2014,0.3129275,-0.02,0.472611,10.005698,1.176048551,0.2,5.379,0
IT,ITA,Italy,2015,0.3129275,-0.02,0.69353314,0.873805,1.20462189,0.26,5.388,0
IT,ITA,Italy,2016,0.3129275,0.04,0.83834914,0.867971,1.211944546,0.26,5.393,0
IT,ITA,Italy,2017,0.278064,0.04,0.83834914,0.866016,1.212025331,0.26,5.042,0
IT,ITA,Italy,2018,0.278064,0.09,0.83834914,0.863843,1.212279746,0.26,3.982,0
IT,ITA,Italy,2019,0.278064,0.09,0.83834914,0.877836,1.24591476,0.26,4.097,0
IT,ITA,Italy,2020,0.2781,0.07,0.83834914,0.866461,1.241978043,0.26,4.14,0
IT,ITA,Italy,2021,0.2781,0.11,0.62112514,0.843671,1.287007199,0.26,4.303,0
IT,ITA,Italy,2022,0.2781,0.175,0.68006726,1.207357,1.343652701,0.26,3.948,0
IT,ITA,Italy,2023,0.2781,0.175,0.51399817,1.142239,1.291372952,0.26,4.468,0
JP,JPN,Japan,2014,0.3462,0.1,0.510858,4.610718,1.135295974,0.20315,0.251,0
JP,JPN,Japan,2015,0.3211,0.1,0.510858,4.486476,1.148240751,0.20315,0.238,0
JP,JPN,Japan,2016,0.2997,0.06,0.56165275,8.739852,1.141982149,0.2032,0.227,0
JP,JPN,Japan,2017,0.2997,0.0625,0.56121221,8.632352,1.13836205,0.2032,0.221,0
JP,JPN,Japan,2018,0.2974,0.0875,0.56077165,8.595115,1.136713113,0.2032,0.222,0
JP,JPN,Japan,2019,0.2974,0.0875,0.56077165,8.493955,1.134149609,0.2032,0.216,0
JP,JPN,Japan,2020,0.2974,0.0875,0.56077165,8.469835,1.133559199,0.2032,0.215,0
JP,JPN,Japan,2021,0.2974,0.0875,0.56077165,8.577205,1.137651381,0.2032,0.22,0
JP,JPN,Japan,2022,0.2974,0.0875,0.56077165,8.575665,1.133629037,0.2032,0.217,0
JP,JPN,Japan,2023,0.2974,0.0875,0.56077165,8.46498,1.152810835,0.2032,0.217,0
KR,KOR,Korea,2014,0.242,0.1525,0.41914554,9.142187,1.13137221,0.35398,0,0
KR,KOR,Korea,2015,0.242,0.145,0.82906976,1.815309,1.153468623,0.35398,0,0
KR,KOR,Korea,2016,0.242,0.135,0.82938471,1.763438,1.241161713,0.35398,0,0
KR,KOR,Korea,2017,0.242,0.135,0.4180001,38.010039,1.224110517,0.3784,0,0
KR,KOR,Korea,2018,0.275,0.13,0.82958071,1.643118,1.203166453,0.4028,0,0
KR,KOR,Korea,2019,0.275,0.1275,0.83024189,1.559257,1.207602939,0.4028,0,0
KR,KOR,Korea,2020,0.275,0.1275,0.46200021,50.472245,1.243840406,0.4028,0,0
KR,KOR,Korea,2021,0.275,0.1275,0.83374953,1.497206,1.232164246,0.4395,0,0
KR,KOR,Korea,2022,0.275,0.1275,0.834841,1.440322,1.214614819,0.4395,0,0
KR,KOR,Korea,2023,0.265,0.1275,0.83593544,1.406326,1.208708425,0.4395,0,0
LT,LTU,Lithuania,2014,0.15,0.28,0.27,0.360818,1.064012242,0.15,0,0
LT,LTU,Lithuania,2015,0.15,0.28,0.279,0.428279,1.080373712,0.15,0,0
LT,LTU,Lithuania,2016,0.15,0.28,0.279,0.403562,1.058136445,0.15,0,0
LT,LTU,Lithuania,2017,0.15,0.28,0.291,0.448258,1.070808194,0.15,0,0
LT,LTU,Lithuania,2018,0.15,0.28,0.315,0.446376,1.102690464,0.15,0,0
LT,LTU,Lithuania,2019,0.15,0.28,0.315,0.429992,1.109704595,0.15,0,0
LT,LTU,Lithuania,2020,0.15,0.28,0.3398,8.833456,1.1484689,0.15,0,0
LT,LTU,Lithuania,2021,0.15,0.28,0.3898,6.190679,1.185476559,0.15,0,0
LT,LTU,Lithuania,2022,0.15,0.28,0.3898,4.372889,1.166437045,0.15,0,0
LT,LTU,Lithuania,2023,0.15,0.28,0.395,3.927163,1.155796652,0.15,0,0
LU,LUX,Luxembourg,2014,0.2922,-0.01,0.45,3.048602,1.360545623,0.2,0.093,0
LU,LUX,Luxembourg,2015,0.2922,-0.01,0.45,2.982644,1.348802846,0.2,0.086,0
LU,LUX,Luxembourg,2016,0.2922,-0.01,0.455,2.932785,1.345922196,0.2,0.064,0
LU,LUX,Luxembourg,2017,0.2708,-0.01,0.455,2.902134,1.342252747,0.21,0.149,0
LU,LUX,Luxembourg,2018,0.2601,-0.01,0.4718,3.679296,1.379497875,0.21,0.17,0
LU,LUX,Luxembourg,2019,0.2494,-0.01,0.4718,3.587221,1.386022543,0.21,0.125,0
LU,LUX,Luxembourg,2020,0.2494,-0.01,0.4718,3.526601,1.369662507,0.21,0.122,0
LU,LUX,Luxembourg,2021,0.2494,-0.01,0.4718,3.340764,1.352939747,0.21,0.118,0
LU,LUX,Luxembourg,2022,0.2494,-0.01,0.4718,3.291108,1.348742147,0.21,0.092,0
LU,LUX,Luxembourg,2023,0.2494,-0.01,0.4609,3.072021,1.371125077,0.21,0.104,0
LV,LVA,Latvia,2014,0.15,0,0.3236,0.104499,1.038924312,0.1,0,0
LV,LVA,Latvia,2015,0.15,0.28,0.24,5.218201,1.043318638,0.1,0,0
LV,LVA,Latvia,2016,0.15,0.28,0.23,5.068853,1.038942676,0.1,0,0
LV,LVA,Latvia,2017,0.15,0.28,0.32012419,0.449704,1.049920311,0.1,0,0
LV,LVA,Latvia,2018,0.2,0.28,0.32892143,0.437158,1.052674595,0,0,0
LV,LVA,Latvia,2019,0.2,0,0.402,4.625039,1.0859958,0,0,0
LV,LVA,Latvia,2020,0.2,0,0.318,4.904767,1.099298722,0,0,0
LV,LVA,Latvia,2021,0.2,0,0.318,4.598755,1.121426037,0,0,0
LV,LVA,Latvia,2022,0.2,0,0.314,4.111059,1.131159238,0,0,0
LV,LVA,Latvia,2023,0.2,0,0.314,3.747495,1.128115569,0,0,0
MX,MEX,Mexico,2014,0.3,-0.01,0.3165,3.999949,1.272814093,0.17142857,5.848,16.51
MX,MEX,Mexico,2015,0.3,-0.01,0.35,29.08548,1.252225166,0.17142857,6.437,16.255
MX,MEX,Mexico,2016,0.3,-0.01,0.35,27.92276,1.255672886,0.17142857,0.991,15.803
MX,MEX,Mexico,2017,0.3,-0.01,0.35,26.87409,1.237467322,0.17142857,0.973,13.856
MX,MEX,Mexico,2018,0.3,0.0575,0.35,25.660191,1.21165989,0.17142857,1.328,13.011
MX,MEX,Mexico,2019,0.3,0.055,0.35,28.201692,1.243103769,0.17142857,1.379,13.258
MX,MEX,Mexico,2020,0.3,0.055,0.35,26.30794,1.21040983,0.17142857,1.512,13.404
MX,MEX,Mexico,2021,0.3,0.055,0.35,25.31648,1.162741132,0.17142857,1.527,13.816
MX,MEX,Mexico,2022,0.3,0.055,0.35,25.406757,1.187143267,0.17142857,1.529,13.884
MX,MEX,Mexico,2023,0.3,0.055,0.34,25.232908,1.162979735,0.17142857,1.5,13.985
NL,NLD,Netherlands,2014,0.25,0.1975,0.81570593,1.215933,1.5227268,0.22,0.136,0
NL,NLD,Netherlands,2015,0.25,0.195,0.70962076,1.2394,1.530651919,0.25,0.058,0
NL,NLD,Netherlands,2016,0.25,0.195,0.56320236,2.018587,1.321935473,0.25,0.013,0
NL,NLD,Netherlands,2017,0.25,0.225,0.56,2.025531,1.330414682,0.25,0,0
